// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Star Shepards Hub
STATION;type;Engineering Facility
STATION;owner;Bemdee Tudoe
STATION;faction;Temple
STATION;material;station_material_Temple.png
STATION;color;.60 , .20 , .80 , 1
STATION;level;1
STATION;icon;star_shepards.png
STATION;filename;sector_95_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;2-1-1-4-8-0-3-1-5-3-3-8-0
STATION;interior_seed;4-3-45-9
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;False
SERVICES;storage;True
SERVICES;fabricator;False
SERVICES;contracts;True
SERVICES;admin;False

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Astrox Opera House;0.26,0.07;51000;Musical Entertainment;entertain_opera.png;Provide a private opera concert for your entire crew at the famous 'Astrox Opera House', drinks and food included. 26% Morale , 7% Loyalty bonus.
ENTERTAINMENT;BioSynth Wildlife Park;0.05,0.05;26000;Rest and Relaxation;entertain_park.png;A weekend package to the local wildlife BioSynth park for your entire crew, included petting zoo. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;Evening of Drinks;0.05,0.0;1500;Alcholic Drinks;entertain_bar.png;Pick up the tab for an evening of drinks for your crew, they earned it. 5% Morale Boost.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;3;1.1;npc_ship_data_(heavy_drone_cruiser_1).txt
MERC;10;5;npc_ship_data_(missile_escort_3).txt
MERC;7;1.6;npc_ship_data_(excavation_frigate_4).txt
MERC;7;1.6;npc_ship_data_(excavation_escort_5).txt
MERC;7;1.6;npc_ship_data_(attack_beam_cruiser_7).txt
MERC;3;1.00;npc_ship_data_(support_frigate_1).txt
MERC;7;1.30;npc_ship_data_(battle_shuttle_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
ITEM;103;116;0.96
ITEM;2087;4729;1.12
ITEM;1470;2;1.03
ITEM;1641;8;0.99
ITEM;75;2708;1.14
ITEM;2393;2;1.01
ITEM;2276;1;1.12
ITEM;703;8;0.96
ITEM;1650;2;1.02
ITEM;157;98;1.02
ITEM;1055;4;1.10
ITEM;2348;1;1.15
ITEM;2272;2;1.08
ITEM;150;60;0.96
ITEM;151;50;1.09
ITEM;722;5;1.12
ITEM;2324;1;1.08
ITEM;2170;2;0.96
ITEM;2195;2;0.96
ITEM;1551;7;1.03
ITEM;2374;2;0.96
ITEM;1100;7;1.03
ITEM;161;70;1.06
ITEM;2247;1;1.15
ITEM;201;65;1.06
ITEM;2322;1;0.95
ITEM;103;188;1.09
ITEM;607;6;1.03
ITEM;606;3;1.08
ITEM;1580;4;1.02
ITEM;2246;1;1.06
ITEM;640;4;1.05
ITEM;1570;3;1.15
ITEM;510;1;0.95
ITEM;2236;1;0.99
ITEM;2347;1;1.09
ITEM;1600;5;1.11
ITEM;2232;1;1.00
ITEM;1002;4;1.04
ITEM;2200;2;1.13
ITEM;1511;5;0.97
ITEM;1561;4;1.09
ITEM;1621;8;1.11
ITEM;2387;1;0.99
ITEM;600;5;1.03
ITEM;1550;8;1.10
ITEM;76;4719;1.07
ITEM;1051;4;1.08
ITEM;2325;2;1.09
ITEM;1001;9;0.99
ITEM;2233;1;1.12
ITEM;302;4795;1.04
ITEM;2322;2;1.04
ITEM;2351;1;1.10
ITEM;159;82;0.95
ITEM;702;9;0.96
ITEM;2225;1;1.12
ITEM;2165;2;1.09
ITEM;2243;1;1.09
ITEM;2399;1;1.07
ITEM;1455;9;1.09
ITEM;164;75;1.00
ITEM;166;82;1.12
ITEM;1009;5;0.98
ITEM;1004;2;1.05
ITEM;1105;4;1.12
ITEM;2235;2;1.11
ITEM;2150;2;0.96
ITEM;2242;2;1.06
ITEM;154;75;1.04
ITEM;1651;6;1.00
ITEM;1621;5;1.01
ITEM;693;2;1.10
ITEM;2242;1;1.11
ITEM;1501;2;1.09
ITEM;2275;1;1.11
ITEM;170;66;1.07
ITEM;2089;301;0.96
ITEM;1100;7;1.03
ITEM;1610;7;1.00
ITEM;2392;1;1.13
ITEM;1541;6;1.05
ITEM;2230;2;0.96
ITEM;2325;2;1.05
ITEM;2247;2;1.14
ITEM;2089;2050;1.01
ITEM;1581;8;0.97
ITEM;103;137;0.97
ITEM;1012;9;0.96
ITEM;2297;1;1.14
ITEM;1750;8;1.06
ITEM;302;1366;1.08
ITEM;1560;2;0.99
ITEM;1550;6;1.04
ITEM;2247;2;0.95
ITEM;2298;2;1.09
ITEM;2210;1;1.09
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;55;1.19
SKILL;7;1.04
SKILL;56;0.90
SKILL;7;1.36
SKILL;58;1.13
SKILL;233;0.71
SKILL;230;1.63
SKILL;45;0.76
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;1.07;ship_data_(support_escort_1).txt
SHIP;2;0.98;ship_data_(pirate_carrier_1).txt
SHIP;3;1.08;ship_data_(excavation_cruiser_1).txt
SHIP;4;1.08;ship_data_(transport_frigate_1).txt
SHIP;5;0.98;ship_data_(support_carrier_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>
