NPC;-PRICE;6;0;6194.271;Keyworx;Geminey;0h 0m 23s ;23.44398
NPC;-PRICE;24;0;4486.844;Biomate University;Void Starcross;0h 0m 23s ;23.44398
PLAYER;-QTY;23;1;4737.5;Biomate University;Void Starcross;0h 2m 10s ;130.377
NPC;-PRICE;6;0;4040.131;Horizons;Gate of Alpharis;0h 56m 50s ;3410.242
NPC;BAL;23;-2;8529.065;StarGypsy Warehouse;Void Starcross;1h 53m 54s ;6834.967
NPC;+STOCK;27;4;4285.712;Biomate University;Void Starcross;2h 26m 24s ;8784.133
NPC;+STOCK;6;3;3827.611;Lammassu Financial;Void Starcross;2h 26m 24s ;8784.133
NPC;+STOCK;27;4;8239.994;StarGypsy Warehouse;Void Starcross;2h 26m 24s ;8784.133
NPC;+STOCK;35;4;10998.38;Proctors Center;Void Starcross;2h 26m 24s ;8784.133
NPC;+PRICE;8;0;5370.232;Spacebook;Phistatisia;2h 34m 4s ;9244.389
PLAYER;-QTY;22;1;4608.75;Biomate University;Void Starcross;3h 50m 50s ;13850.53
NPC;+PRICE;8;0;10823.17;Stinkfinger;Jonisae;4h 11m 12s ;15072.39
NPC;+STOCK;10;4;3540.769;Lammassu Financial;Void Starcross;4h 12m 27s ;15147.92
NPC;+STOCK;31;4;7820.179;StarGypsy Warehouse;Void Starcross;4h 12m 27s ;15147.92
NPC;+STOCK;8;3;4148.872;Starbase Corporate Center;Void Starcross;4h 12m 27s ;15147.92
NPC;+STOCK;38;3;10857.56;Proctors Center;Void Starcross;4h 12m 27s ;15147.92
NPC;-QTY;7;-2;8137.5;Scrapdogs;Gemini Els;4h 19m 24s ;15564.41
NPC;-QTY;1;-4;4337.5;Starbase Corporate Center;Void Starcross;4h 19m 24s ;15564.41
NPC;-PRICE;3;0;6694.768;Oro Omniplex Center;Merces Academy;4h 29m 47s ;16187.74
NPC;BAL;1;0;5014.689;Starbase Corporate Center;Void Starcross;4h 40m 21s ;16821.04
NPC;+QTY;5;4;4125;Biomart;Veloxi;4h 47m 5s ;17225.82
NPC;+QTY;6;3;6637.5;The Dunes;The Dunes of Caliph;4h 54m 45s ;17685.59
PLAYER;-QTY;35;1;6636.563;Genistar;Blades of Dandrow;5h 13m 26s ;18806.18
NPC;BAL;7;-3;9333.588;Mazu Starship;Enoch Estates;6h 1m 51s ;21711.47
NPC;BAL;4;-3;6217.493;Blargg's;Beacon Spita;6h 1m 51s ;21711.47
NPC;+PRICE;9;0;9014.651;Quantex;Dellis Primeria;6h 12m 48s ;22368.54
NPC;+STOCK;22;3;4871.146;Lacuna Bandits;Ballast Crow;6h 31m 26s ;23486.09
NPC;+QTY;8;4;5837.5;Psybermind;Ion Child;6h 44m 29s ;24269.91
NPC;+QTY;16;2;6606.344;Ferce;Allabentoris;7h 55m 5s ;28505.1
NPC;+PRICE;4;0;8702.717;Gek Mining;Alias Outpost;9h 36m 0s ;34560.29
NPC;-QTY;19;-3;4693;Biomate University;Void Starcross;9h 48m 4s ;35284.71
PLAYER;-QTY;18;1;4693;Biomate University;Void Starcross;10h 4m 25s ;36265.88
NPC;+QTY;34;3;7822.313;StarGypsy Warehouse;Void Starcross;10h 9m 19s ;36559.19
NPC;+STOCK;17;4;10515.96;Astrox Security Patrol;Felishar;11h 3m 47s ;39827.63
NPC;+PRICE;22;0;9607.612;Gunstellar;Adrenal;11h 29m 25s ;41365.69
PLAYER;+QTY;2;1;5034.625;Starbase Corporate Center;Void Starcross;12h 5m 33s ;43533.79
NPC;+STOCK;22;4;4579;Biomate University;Void Starcross;12h 16m 20s ;44180.46
NPC;+STOCK;13;3;3078.723;Lammassu Financial;Void Starcross;12h 16m 20s ;44180.46
NPC;+STOCK;37;3;7508.794;StarGypsy Warehouse;Void Starcross;12h 16m 20s ;44180.46
NPC;+STOCK;36;4;9110.11;StarShepards Headquarters;Void Starcross;12h 16m 20s ;44180.46
NPC;+STOCK;6;4;4695.107;Starbase Corporate Center;Void Starcross;12h 16m 20s ;44180.46
NPC;+STOCK;42;4;10652.04;Proctors Center;Void Starcross;12h 16m 20s ;44180.46
NPC;+QTY;11;2;9034.625;Quantex;Dellis Primeria;12h 33m 5s ;45185.51
NPC;-PRICE;42;0;10461.14;Proctors Center;Void Starcross;12h 34m 48s ;45288.88
NPC;+QTY;38;2;9108.875;StarShepards Headquarters;Void Starcross;12h 51m 8s ;46268.94
NPC;+STOCK;26;4;4285.378;Biomate University;Void Starcross;14h 1m 15s ;50475.31
NPC;+STOCK;16;3;2711.153;Lammassu Financial;Void Starcross;14h 1m 15s ;50475.31
NPC;+STOCK;41;4;7335.065;StarGypsy Warehouse;Void Starcross;14h 1m 15s ;50475.31
NPC;+STOCK;6;4;4353.269;Starbase Corporate Center;Void Starcross;14h 1m 15s ;50475.31
NPC;+STOCK;46;4;10252.92;Proctors Center;Void Starcross;14h 1m 15s ;50475.31
NPC;+PRICE;22;0;9880.926;Gunstellar;Adrenal;14h 10m 55s ;51055.01
NPC;+PRICE;5;0;10211.85;Xellon;Ele;15h 8m 41s ;54521.68
NPC;+PRICE;3;0;8219.912;Gemini Mining;Jala;15h 8m 41s ;54521.68
NPC;+PRICE;41;0;7670.283;StarGypsy Warehouse;Void Starcross;15h 48m 23s ;56903.07
NPC;-QTY;31;-2;6360.875;Star Shepard's Temple;Lightless;15h 52m 52s ;57172.89
NPC;-QTY;34;-4;9060.875;StarShepards Headquarters;Void Starcross;15h 52m 52s ;57172.89
NPC;+STOCK;9;3;3561.723;Horizons;Gate of Alpharis;16h 33m 52s ;59632.26
NPC;+PRICE;16;0;3217.943;Lammassu Financial;Void Starcross;16h 46m 45s ;60405.14
NPC;BAL;8;-3;8261.536;Oak Industries;Dorando Corridor;18h 20m 20s ;66020.74
NPC;BAL;6;-3;9456.722;Rendo Labs;Entropy;18h 20m 20s ;66020.74
NPC;-QTY;2;-2;7514.125;Tella's;Bitcola;19h 7m 15s ;68835.37
NPC;-QTY;38;-3;7714.125;StarGypsy Warehouse;Void Starcross;19h 7m 15s ;68835.37
NPC;-PRICE;7;0;10857.37;KIN AI;Xenilo Valley;19h 7m 15s ;68835.37
NPC;+QTY;5;3;7704.375;CoraVault;Lins;20h 24m 54s ;73494.4
PLAYER;+QTY;24;2;4582.687;Biomate University;Void Starcross;20h 59m 19s ;75559.59
NPC;+STOCK;28;4;4131.367;Biomate University;Void Starcross;23h 4m 29s ;83069.7
NPC;+STOCK;20;4;2902.053;Lammassu Financial;Void Starcross;23h 4m 29s ;83069.7
NPC;+STOCK;41;3;7201.765;StarGypsy Warehouse;Void Starcross;23h 4m 29s ;83069.7
NPC;+STOCK;37;3;8739.769;StarShepards Headquarters;Void Starcross;23h 4m 29s ;83069.7
NPC;+STOCK;10;4;3911.233;Starbase Corporate Center;Void Starcross;23h 4m 29s ;83069.7
NPC;+PRICE;2;0;5830.364;Nova Labs;Noah Fox;23h 4m 30s ;83070.77
NPC;+PRICE;3;0;6390.405;Mass Market;Dorando Corridor;23h 4m 30s ;83070.77
NPC;BAL;5;-3;8605.746;Oak Industries;Dorando Corridor;23h 46m 31s ;85591.75
