// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Cecil
STATION;type;Private Jobsite
STATION;owner;Beckak Vajweli
STATION;faction;Temple
STATION;material;station_material_Temple.png
STATION;color;.60 , .20 , .80 , 1
STATION;level;9
STATION;icon;cecil.png
STATION;filename;sector_104_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;4-9-0-2-0-1-7-0-3-7-0-1-0-2-2-3-6-0-1-5-3-2-0
STATION;interior_seed;3-8-15-7
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;37608.55
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;False
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;False
SERVICES;contracts;True
SERVICES;admin;True

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Evening of Drinks;0.05,0.0;1500;Alcholic Drinks;entertain_bar.png;Pick up the tab for an evening of drinks for your crew, they earned it. 5% Morale Boost.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;9;0.65;npc_ship_data_(recon_utility_1).txt
MERC;5;1.93;npc_ship_data_(pirate_cruiser_1).txt
MERC;9;1.00;npc_ship_data_(battle_escort_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
SELLORDER;Sell Order for: (1) Items ;2000x67;996;74476.10

ITEM;1174;86;0.92
ITEM;1115;57;1.18
ITEM;1013;19;1.06
ITEM;1010;18;0.82
ITEM;1461;38;0.66
ITEM;1066;75;0.58
ITEM;1171;50;0.75
ITEM;1173;26;0.98
ITEM;1151;54;1.02
ITEM;1074;13;1.14
ITEM;1050;20;0.90
ITEM;1052;89;1.18
ITEM;1451;24;1.24
ITEM;1012;45;1.23
ITEM;1116;24;1.09
ITEM;1407;3;0.98
ITEM;1155;65;0.89
ITEM;1123;53;1.03
ITEM;1023;68;0.83
ITEM;1118;34;0.87
ITEM;1077;38;0.91
ITEM;1207;49;0.85
ITEM;1005;89;1.14
ITEM;1475;52;1.14
ITEM;1167;8;1.19
ITEM;1206;75;1.06
ITEM;1003;30;0.65
ITEM;1408;63;1.23
ITEM;1170;6;0.61
ITEM;1110;70;1.02
ITEM;1062;89;0.53
ITEM;1122;28;1.12
ITEM;1018;10;0.91
ITEM;1621;73;1.16
ITEM;1750;14;0.68
ITEM;1550;51;1.05
ITEM;1603;73;1.12
ITEM;1584;34;0.99
ITEM;1622;27;1.15
ITEM;1615;51;0.93
ITEM;1775;28;0.96
ITEM;1600;27;0.99
ITEM;1560;17;1.24
ITEM;1524;38;0.51
ITEM;1752;80;1.09
ITEM;1590;53;1.23
ITEM;1731;82;0.65
ITEM;1511;33;0.59
ITEM;1780;61;1.13
ITEM;1771;81;0.70
ITEM;1618;54;0.92
ITEM;1751;26;0.90
ITEM;1631;52;1.19
ITEM;1581;66;1.15
ITEM;1710;37;1.19
ITEM;1542;22;1.15
ITEM;1644;11;0.62
ITEM;1541;80;0.57
ITEM;1753;74;0.64
ITEM;1513;82;1.06
ITEM;1720;73;1.08
ITEM;52;99;0.91
ITEM;53;383;1.22
ITEM;40;21;1.24
ITEM;2650;310;1.09
ITEM;62;377;0.58
ITEM;2129;264;1.03
ITEM;61;23;0.84
ITEM;2121;129;0.68
ITEM;2112;7;0.51
ITEM;2113;58;1.14
ITEM;2120;419;1.22
ITEM;2128;19;0.71
ITEM;2116;149;0.76
ITEM;2123;413;0.59
ITEM;70;448;0.72
ITEM;2117;332;0.62
ITEM;2130;114;0.54
ITEM;51;86;0.81
ITEM;2122;368;1.16
ITEM;2131;141;1.11
ITEM;2124;427;0.64
ITEM;2111;443;0.73
ITEM;63;63;1.20
ITEM;43;250;0.61
ITEM;75;241;1.16
ITEM;76;403;0.99
ITEM;2127;381;0.68
ITEM;2126;175;0.75
ITEM;2114;138;0.53
ITEM;77;447;0.53
ITEM;681;150;0.76
ITEM;735;72;0.72
ITEM;674;128;0.68
ITEM;675;151;1.20
ITEM;738;37;0.65
ITEM;756;152;0.86
ITEM;758;123;0.59
ITEM;754;92;0.72
ITEM;757;4;1.11
ITEM;752;36;1.24
ITEM;747;135;1.17
ITEM;676;66;0.84
ITEM;731;11;0.59
ITEM;751;176;0.69
ITEM;691;105;1.08
ITEM;700;67;1.20
ITEM;721;113;1.07
ITEM;741;90;1.02
ITEM;692;128;0.75
ITEM;746;13;0.53
ITEM;745;9;0.85
ITEM;703;102;1.18
ITEM;732;81;0.75
ITEM;728;146;0.75
ITEM;702;147;0.94
ITEM;671;41;1.23
ITEM;730;179;0.61
ITEM;690;161;1.13
ITEM;748;12;0.55
ITEM;744;125;1.00
ITEM;737;67;0.72
ITEM;753;129;0.53
ITEM;749;150;0.77
ITEM;740;59;1.01
ITEM;733;132;0.99
ITEM;693;106;0.60
ITEM;722;171;0.59
ITEM;680;163;0.66
ITEM;620;37;0.74
ITEM;644;2;0.82
ITEM;667;4;1.11
ITEM;643;44;1.21
ITEM;622;15;1.23
ITEM;664;40;0.94
ITEM;602;26;0.57
ITEM;642;8;1.11
ITEM;603;40;1.00
ITEM;626;1;1.00
ITEM;628;42;0.93
ITEM;607;1;1.18
ITEM;647;24;1.22
ITEM;665;17;0.67
ITEM;600;16;1.12
ITEM;641;38;1.09
ITEM;623;13;0.88
ITEM;605;27;0.73
ITEM;661;1;0.89
ITEM;645;32;0.54
