// GENERATED SECTOR MAP 2019
SECTOR;id;110
SECTOR;name;X-8490
SECTOR;level;-2.70
SECTOR;faction;Alpha
SECTOR;filename;sector_110.txt
SECTOR;is_explored;True
SECTOR;gamemode_data;
SECTOR;population;0
SECTOR;habitation;0
SECTOR;farming;0
SECTOR;economy;0
SECTOR;defense;0
SECTOR;environment;0
SECTOR;wormhole_type;ambush
SECTOR;wormhole_strength;9
// SECTORXYZ;Variable;Value    Parent ID (pid) 
SECTORXYZ;location;1126.000;4984.000;624.000

// FOG;Variable;Value
FOG;foggy;True
FOG;distance;0.01
FOG;alpha;0.40
FOG;color_1;0.02;0.40;0.07;0.20
FOG;color_2;0.16;0.12;0.01;0.48

// NEBULA;Variable;Cloud id;Red;Green;Blue;Alpha;Size;Rotation
NEBULA;cloud_1;8;0.7341722;0.816182;0.2040909;0.6585161;150000;3
NEBULA;cloud_2;8;0.1630512;0.3806693;0.4087851;0.556595;150000;1
NEBULA;cloud_3;10;0.01489708;0.6573607;0.1524705;0.4339519;150000;4
NEBULA;cloud_4;8;0.4184283;0.852096;0.428611;0.0;150000;0
NEBULA;cloud_5;9;0.6237928;0.64679;0.3446625;0.0;150000;2
NEBULA;cloud_6;4;0.16236;0.8292869;0.3743645;0.0;150000;2
NEBULA;cloud_7;11;0.543065;0.7059907;0.2579885;0.0;150000;2
NEBULA;cloud_8;3;0.1853697;0.109478;0.3440233;0.0;150000;2
NEBULA;cloud_9;1;0.4703661;0.6629911;0.3723947;0.0;150000;1
NEBULA;cloud_10;8;0.497385;0.459421;0.2441014;0.0;150000;0
NEBULA;cloud_11;5;0.3378429;0.7788626;0.4218732;0.0;150000;0
NEBULA;cloud_12;10;0.1739806;0.9451077;0.09361792;0.0;150000;2

// LIGHT;Variable;Red;Green;Blue;Alpha
LIGHT;light_t;0.9763111;0.9456255;0.8557318;0.9237385
LIGHT;light_b;0.6544811;0.6398889;0.7002689;0.8379547
LIGHT;light_s;0.8184081;0.8938687;0.9439179;0.8445882

// STAR;Variable;Star id;X position;Y position;Z position;Scale ;light distance
STAR;object;1;-66019;-66019;-66019;3.920655;4130.018

// LIFESUPPORT;type;value
LIFESUPPORT;food;-3.87732
LIFESUPPORT;water;3.442993
LIFESUPPORT;thermal;-4.740025
LIFESUPPORT;waste;0.8585329

// STARLIGHT;Variable;Red;Green;Blue;Alpha
STARLIGHT;color_1;0.7169581;0.5042129;0.6452895;0.3762774;
STARLIGHT;color_2;0.8004296;0.4732935;0.1687797;0.7445086;
STARLIGHT;color_3;0.817877;0.8258222;0.5762627;0.3545232;
STARLIGHT;color_4;0.7215129;0.5105719;0.3470014;0.2695365;
STARLIGHT;color_5;0.3032596;0.1645243;0.1197909;0.6490668;

// STATION;Sector filename;X poisition;Y position;Z position

// STRUCTURE;Sector filename;X poisition;Y position;Z position

// CLUSTER;Resource ID ;Num Resources ;Min Size ;Max Size ;Spread Distance ;Center X;Center Y;Center z
// RESOURCE;Resource id;X position;Y position;Z position;Max value;Current value
CLUSTER;22;42;50;118;3443;1934.432;-597.5471;3570.427;
RESOURCE;22;1976.006;-1064.695;3557.616;724;724
RESOURCE;22;1981.297;-629.2469;3554.182;969;969
RESOURCE;22;1972.279;-695.4676;3515.047;699;699
RESOURCE;22;2021.899;-835.4969;3618.237;604;604
RESOURCE;22;1957.032;-1017.449;3562.896;170;170
RESOURCE;22;1925.891;-417.7659;3535.223;39;39
RESOURCE;22;2010.522;-239.5817;3553.751;81;81
RESOURCE;22;1921.869;-364.4717;3537.488;866;866
RESOURCE;22;1967.236;-1191.025;3534.263;355;355
RESOURCE;22;1915.841;-1146.952;3618.283;181;181
CLUSTER;2;91;49;185;4827;-2517.067;383.7389;3978.908;
RESOURCE;2;-2548.372;209.4931;3995.398;849;849
RESOURCE;2;-2530.683;483.4901;4024.104;686;686
RESOURCE;2;-2560.94;312.654;4021.586;507;507
RESOURCE;2;-2470.052;202.4804;3898.562;620;620
RESOURCE;2;-2442.722;337.7083;4024.998;143;143
RESOURCE;2;-2460.24;788.697;4016.611;880;880
RESOURCE;2;-2524.358;361.3258;3948.811;984;984
RESOURCE;2;-2478.828;-196.9058;3930.687;354;354
RESOURCE;2;-2424.458;749.5023;3994.246;630;630
RESOURCE;2;-2579.873;969.9863;3944.289;28;28
CLUSTER;10;38;53;185;3485;3603.303;1074.55;-1706.686;
RESOURCE;10;3531.703;946.5354;-1740.295;636;636
RESOURCE;10;3577.695;516.144;-1802.466;520;520
RESOURCE;10;3670.968;1141.357;-1797.251;315;315
RESOURCE;10;3676.47;530.7312;-1691.891;110;110
RESOURCE;10;3517.875;1156.094;-1674.854;262;262
RESOURCE;10;3695.489;914.4568;-1763.052;179;179
RESOURCE;10;3607.117;1515.167;-1741.514;225;225
RESOURCE;10;3672.89;1501.332;-1731.305;448;448
RESOURCE;10;3579.218;795.0876;-1627.011;572;572
RESOURCE;10;3549.537;1405.657;-1686.308;630;630
CLUSTER;7;65;30;290;4593;-521.3218;4127.97;-694.4492;
RESOURCE;7;-573.8605;3651.042;-686.0991;984;984
RESOURCE;7;-441.9855;4187.79;-705.3505;386;386
RESOURCE;7;-478.1334;4515.831;-635.3707;786;786
RESOURCE;7;-612.8741;4634.322;-706.8303;904;904
RESOURCE;7;-423.5219;3886.316;-733.8273;322;322
RESOURCE;7;-497.4601;4255.436;-652.8577;387;387
RESOURCE;7;-581.4352;3560.554;-652.5239;64;64
RESOURCE;7;-426.6235;3795.246;-638.6508;784;784
RESOURCE;7;-573.7053;3552.62;-771.0691;281;281
RESOURCE;7;-454.3372;3767.593;-751.9238;584;584
CLUSTER;11;40;94;426;3114;-1964.132;-4343.082;1359.771;
RESOURCE;11;-2063.14;-4354.322;1430.629;211;211
RESOURCE;11;-1986.957;-4843.338;1379.65;577;577
RESOURCE;11;-1963.35;-4836.567;1439.484;154;154
RESOURCE;11;-2053.812;-4671.984;1296.452;499;499
RESOURCE;11;-2011.423;-4705.729;1273.538;844;844
RESOURCE;11;-2050.27;-4248.771;1306.203;963;963
RESOURCE;11;-2049.035;-4738.172;1453.566;124;124
RESOURCE;11;-2009.71;-4072.936;1387.341;510;510
RESOURCE;11;-1922.293;-4783.515;1423.753;331;331
RESOURCE;11;-1996.964;-4761.874;1315.904;691;691
CLUSTER;8;78;48;255;4146;-675.4374;245.399;-4025.223;
RESOURCE;8;-711.359;366.5469;-3995.497;385;385
RESOURCE;8;-648.3854;-244.4133;-4043.757;423;423
RESOURCE;8;-675.6212;221.3213;-4063.163;512;512
RESOURCE;8;-591.8083;-74.95764;-4090.873;366;366
RESOURCE;8;-774.4897;420.3069;-4095.911;180;180
RESOURCE;8;-630.2189;247.5879;-4091.237;973;973
RESOURCE;8;-667.3088;-184.6992;-4029.403;851;851
RESOURCE;8;-659.3694;821.252;-3969.736;67;67
RESOURCE;8;-745.2548;-263.9097;-4027.026;887;887
RESOURCE;8;-734.8416;590.536;-4020.504;89;89
CLUSTER;5;45;76;171;2579;-1549.833;1241.309;2453.535;
RESOURCE;5;-1540.364;1688.928;2544.378;306;306
RESOURCE;5;-1547.235;1650.813;2363.767;565;565
RESOURCE;5;-1493.734;980.5562;2481.385;879;879
RESOURCE;5;-1499.127;1625.824;2492.481;276;276
RESOURCE;5;-1461.364;1495.599;2494.177;541;541
RESOURCE;5;-1581.563;1835.662;2447.142;948;948
RESOURCE;5;-1629.963;1479.933;2438.113;721;721
RESOURCE;5;-1564.202;1839.247;2360.649;792;792
RESOURCE;5;-1647.238;1511.177;2396.396;252;252
RESOURCE;5;-1536.774;1768.349;2445.015;65;65
CLUSTER;7;71;85;289;4406;97.52251;-1230.707;-3017.894;
RESOURCE;7;185.9733;-1498.725;-2972.703;504;504
RESOURCE;7;152.3769;-1715.022;-3074.552;479;479
RESOURCE;7;37.95637;-1687.923;-2984.35;903;903
RESOURCE;7;97.39204;-710.328;-2983.142;516;516
RESOURCE;7;133.7698;-1796.343;-2956.033;462;462
RESOURCE;7;113.865;-1651.444;-2949.947;538;538
RESOURCE;7;163.636;-920.1329;-3073.626;382;382
RESOURCE;7;159.1991;-1078.507;-3027.553;462;462
RESOURCE;7;90.55243;-1590.493;-2997.205;888;888
RESOURCE;7;81.94323;-1455;-2946.354;874;874

// WARPGATE; Warpgate id ; Sector filename ; Exit Warpgate id ; X position ; Y position ; Z position;Toll ; Faction ; Level 
WARPGATE;1;sector_3.txt;4;461.3484;-2168.488;-3824.177;100;wormhole;1

// PROPS;Prefab Id;Xpos;Ypos;Zpos;Xrot;Yrot;Zrot;Value 1

