// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Stinkfinger
STATION;type;Headquarters
STATION;owner;Restimeslom Lelaseno
STATION;faction;Pirate
STATION;material;station_material_Pirate.png
STATION;color;1 , .1 , .1 , 1
STATION;level;6
STATION;icon;stinkfinger.png
STATION;filename;sector_86_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;4-4-0-4-2-3-4-0-3-7-2-6-1-5-0-0-2-1-2-5-1-0-0
STATION;interior_seed;5-8-45-1
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;False
SERVICES;university;True
SERVICES;hangar;False
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;False
SERVICES;admin;True

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;BioSynth Wildlife Park;0.05,0.05;26000;Rest and Relaxation;entertain_park.png;A weekend package to the local wildlife BioSynth park for your entire crew, included petting zoo. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;StarLuck Casino;0.05,0.05;24000;Gambling;entertain_casino.png;A weekend package to the local casino for your entire crew, complete with pocket money. 5% Morale Boost, 5% Loyalty Boost
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;6;1.84;npc_ship_data_(transport_utility_1).txt
MERC;2;1.46;npc_ship_data_(battle_utility_1).txt
MERC;7;1.73;npc_ship_data_(pirate_carrier_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
SELLORDER;Market Items: (3) Items ;75x906,51x506,41x373;194773;85521.77
BUYORDER;Market Low Inventory: (2) Items ;408x372,407x716;11179;98345.51
BUYORDER;Market Shortage: (1) Items ;408x317;5551;52907.39
ITEM;1069;50;0.75
ITEM;1154;37;1.18
ITEM;1461;55;1.19
ITEM;1059;51;0.58
ITEM;1015;23;0.94
ITEM;1004;20;0.82
ITEM;1210;26;0.80
ITEM;1163;32;0.73
ITEM;1174;59;0.65
ITEM;1201;33;0.61
ITEM;1151;12;0.79
ITEM;1025;12;1.21
ITEM;1051;13;0.83
ITEM;1114;56;0.53
ITEM;1115;33;0.79
ITEM;1112;17;0.73
ITEM;1405;15;0.70
ITEM;1052;31;0.76
ITEM;1123;49;0.90
ITEM;1113;33;0.63
ITEM;1450;46;0.56
ITEM;1003;40;1.01
ITEM;1171;56;0.57
ITEM;1075;17;0.82
ITEM;1205;1;0.59
ITEM;1731;39;0.85
ITEM;1772;55;0.64
ITEM;1533;21;0.54
ITEM;1553;4;1.06
ITEM;1766;44;0.90
ITEM;1514;29;1.10
ITEM;1623;55;0.98
ITEM;1584;51;0.90
ITEM;1760;29;0.80
ITEM;1501;31;1.20
ITEM;1614;57;0.61
ITEM;1550;20;0.59
ITEM;1620;43;1.22
ITEM;1523;59;0.65
ITEM;1510;19;0.83
ITEM;1500;14;0.71
ITEM;1502;48;0.94
ITEM;1650;47;1.07
ITEM;1600;27;0.75
ITEM;1771;25;1.24
ITEM;1534;20;0.75
ITEM;1721;37;1.10
ITEM;1563;28;0.86
ITEM;1700;59;0.89
ITEM;1732;32;1.10
ITEM;1712;55;1.02
ITEM;1616;8;0.91
ITEM;2128;94;0.71
ITEM;2111;244;1.06
ITEM;40;237;1.11
ITEM;2129;198;1.20
ITEM;52;84;0.57
ITEM;2127;95;1.16
ITEM;63;299;0.51
ITEM;2126;59;1.21
ITEM;2131;87;0.94
ITEM;43;203;0.89
ITEM;50;280;0.82
ITEM;2119;54;0.94
ITEM;2652;123;1.01
