// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Spacebook
STATION;type;Scientific Analysis Facility
STATION;owner;Sevxad Cawheaino
STATION;faction;Alpha
STATION;material;station_material_Alpha.png
STATION;color;1 , .46, .19, 1
STATION;level;4
STATION;icon;spacebook.png
STATION;filename;sector_30_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;3-7-1-4-4-1-8-0-4-6-1-8-1-3-1-3-7-90
STATION;interior_seed;5-4-45-7
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;True
SERVICES;admin;True

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Pod Racing event;0.25,0.0;40000;Sport Racing Event;entertain_race.png;All expense paid trip to the weekly 'Astrox Pod Racing' (APR) event. 25% Morale Boost.
ENTERTAINMENT;Spa Treatment;0.15,0.0;18500;Rest and Relaxation;entertain_spa.png;Send your crew to the spa, let them rest and relax for awhile. 15% Morale Boost.
ENTERTAINMENT;Private Party;0.10,0.0;2700;Party;entertain_bar.png;Throw a private party at the local station pub for your entire fleet. 10% Morale Boost.
ENTERTAINMENT;BioSynth Wildlife Park;0.05,0.05;26000;Rest and Relaxation;entertain_park.png;A weekend package to the local wildlife BioSynth park for your entire crew, included petting zoo. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;Bottle of Whiskey;0.025,0.0;850;Whiskey;entertain_bar.png;Purchase a bottle of whiskey for each of your fleet members. 2.5% Morale bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;6;1.10;npc_ship_data_(pirate_carrier_1).txt
MERC;6;1.74;npc_ship_data_(battle_carrier_1).txt
MERC;2;1.89;npc_ship_data_(pirate_utility_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Needs Goods: (1) Items ;2x797;47505;160634.70
BUYORDER;Market Out of Stock: (2) Items ;6x269,5x183;184513;74607.72
BUYORDER;Market Demands: (1) Items ;1x141;2257;50334.48
BUYORDER;Market Shortage: (2) Items ;6x79,3x383;56745;55754.18
BUYORDER;Market Items Req: (3) Items ;3x326,3x288,4x458;124532;72811.77
BUYORDER;Market Shortage: (3) Items ;4x256,7x345,1x586;183910;80178.17
BUYORDER;Market Shortage: (2) Items ;5x357,1x210;72388;29897.59
SELLORDER;Market Supply: (2) Items ;2041x163,1722x143;247520;52988.24
SELLORDER;Sale Request Order: (1) Items ;401x5;15751;34322.92
SELLORDER;Sell Order Request for (1) Items ;1730x1;4388;77822.92
BUYORDER;Market Needs Goods: (1) Items ;9x12;20865;17060.43
ITEM;1201;37;1.09;8109.947
ITEM;1069;3;0.93;8109.947
ITEM;1111;7;1.07;1781.354
ITEM;1161;15;1.11;5268.684
ITEM;1057;3;0.75;5268.684
ITEM;1110;6;1.21;5268.684
ITEM;1101;4;0.64;5268.684
ITEM;1403;5;0.81;5268.684
ITEM;1170;9;0.85;5268.684
ITEM;1008;26;1.19;5268.684
ITEM;1202;9;1.24;5268.684
ITEM;1003;4;0.87;5268.684
ITEM;1113;26;0.55;5268.684
ITEM;1055;28;0.73;5268.684
ITEM;1163;17;0.78;5268.684
ITEM;1019;36;0.75;5268.684
ITEM;1001;22;1.09;5268.684
ITEM;1052;1;1.09;5268.684
ITEM;1067;32;1.17;5268.684
ITEM;1500;24;1.09;5268.684
ITEM;1571;22;1.12;5268.684
ITEM;1512;37;0.52;15057.44
ITEM;1615;16;1.19;15057.44
ITEM;1618;24;0.63;15057.44
ITEM;1511;30;0.60;15057.44
ITEM;1600;5;0.53;15057.44
ITEM;1551;36;0.96;15057.44
ITEM;1622;39;0.75;15057.44
ITEM;1542;20;0.64;15057.44
ITEM;1623;30;0.73;15057.44
ITEM;1522;35;0.97;15057.44
ITEM;1611;30;0.92;15057.44
ITEM;1532;31;0.94;15057.44
ITEM;1753;17;0.55;66238.09
ITEM;1540;38;0.73;66238.09
