// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;CoraVault Hub
STATION;type;Neural Transceiver Station
STATION;owner;Uelas Rastzepea
STATION;faction;Trade
STATION;material;station_material_Trade.png
STATION;color;.70 , 1, .23 , 1
STATION;level;1
STATION;icon;coravault.png
STATION;filename;sector_65_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;4-0-0-7-0-2-4-0-4-3-3-4-0-6-7-0-4-0-3-1-3-7-90
STATION;interior_seed;4-7-45-4
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;True
SERVICES;university;False
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;False
SERVICES;contracts;False
SERVICES;admin;True

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Karaoke Night;0.15,0.05;15000;Musical Entertainment;entertain_show.png;Your fleet is treated to a night of karaoke at the local music tavern. 15% Morale , 5% Loyalty bonus.
ENTERTAINMENT;Spa Treatment;0.15,0.0;18500;Rest and Relaxation;entertain_spa.png;Send your crew to the spa, let them rest and relax for awhile. 15% Morale Boost.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;3;0.69;npc_ship_data_(pirate_escort_1).txt
MERC;7;0.62;npc_ship_data_(recon_carrier_1).txt
MERC;9;0.64;npc_ship_data_(pirate_frigate_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Shortage: (3) Items ;332x282,332x591,332x786;229558;70979.72
BUYORDER;Market Items Req: (3) Items ;332x104,331x204,332x177;62428;109837.70
BUYORDER;Market Shortage: (1) Items ;332x125;16689;68747.77

BUYORDER;Market Demands: (1) Items ;330x75;13165;110341.90
SELLORDER;Market Items: (2) Items ;1702x141,2035x113;254822;24711.54
SELLORDER;Market Inventory: (1) Items ;1702x72;106274;58675.55
BUYORDER;Market Shortage: (1) Items ;330x44;7564;60043.61
BUYORDER;Market Shortage: (2) Items ;333x151,330x190;98908;81662.61
SELLORDER;Market Production: (1) Items ;2036x73;46459;59137.74
SELLORDER;Sell Order Request for (1) Items ;1116x1;36362;47743.57

BUYORDER;Market Shortage: (3) Items ;333x40,332x73,332x91;50415;62370.03
BUYORDER;Market Demands: (3) Items ;332x82,330x84,331x57;43931;52731.03
BUYORDER;Market Shortage: (3) Items ;332x17,331x96,333x90;61930;13892.98
BUYORDER;Market Demands: (2) Items ;331x66,332x70;18369;58700.98
ITEM;1170;1;0.51;0
ITEM;1054;6;1.11;0
ITEM;1400;9;1.23;0
ITEM;1200;13;1.25;5006.25
ITEM;1002;2;0.71;5006.25
ITEM;1470;7;1.16;5006.25
ITEM;1110;8;1.10;5006.25
ITEM;1150;10;1.11;2431.25
ITEM;1001;14;0.94;1043.25
ITEM;1120;8;0.66;1043.25
ITEM;1052;13;1.18;2397.75
ITEM;1100;9;0.71;2397.75
ITEM;1460;2;1.21;2397.75
ITEM;1003;2;0.68;2397.75
ITEM;1160;8;0.67;2397.75
ITEM;1050;6;1.01;2397.75
ITEM;1560;9;0.70;2397.75
ITEM;1590;5;0.84;2397.75
ITEM;1510;9;0.62;2397.75
ITEM;1500;11;1.13;1170.356
ITEM;1540;13;0.74;677.0895
ITEM;1620;8;0.97;677.0895
ITEM;1630;9;1.05;5819.377
ITEM;1570;11;0.75;1592.561
ITEM;1610;8;0.70;696.9375
ITEM;1530;5;0.67;696.9375
ITEM;1615;1;0.60;696.9375
ITEM;1640;6;0.95;696.9375
ITEM;1750;16;0.61;1005.811
ITEM;1580;4;1.14;1005.811
ITEM;2126;28;1.11;1005.811
ITEM;2119;1280;0.93;348.7
ITEM;2120;1858;0.76;252.3615
ITEM;2116;8;1.24;252.3615
ITEM;2127;16;0.52;252.3615
ITEM;2112;47;0.51;252.3615
ITEM;52;42;1.19;252.3615
ITEM;50;21;0.97;252.3615
ITEM;2123;25;0.57;252.3615
ITEM;75;2;1.08;252.3615
ITEM;2128;10;1.23;252.3615
ITEM;2129;34;1.20;252.3615
ITEM;2111;1372;1.10;40.2325
ITEM;43;35;1.13;40.2325
ITEM;734;9;0.83;40.2325
ITEM;702;13;0.50;40.2325
ITEM;725;18;0.52;40.2325
