// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Kinetics Manufacturing
STATION;type;Reclaimed Goods Facility
STATION;owner;Mesbru Wagased
STATION;faction;Alpha
STATION;material;station_material_Alpha.png
STATION;color;1 , .46, .19, 1
STATION;level;8
STATION;icon;kinetics.png
STATION;filename;sector_33_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;4-8-1-3-8-0-9-1-1-8-3-5-0-6-5-1-3-1-3-7-0-3-0
STATION;interior_seed;5-5-30-9
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;True
SERVICES;admin;True

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Deathmatch League;0.15,0.08;68500;Sport Fighting Event;entertain_fight.png;Tickets to the Deathmatch League, where your entire fleet will enjoy a evening of bloodsport. 15% Morale , 8% Loyalty bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;5;1.44;npc_ship_data_(recon_shuttle_1).txt
MERC;3;1.12;npc_ship_data_(battle_shuttle_1).txt
MERC;9;1.33;npc_ship_data_(battle_carrier_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Out of Stock: (2) Items ;121x553,111x864;51166;87754.90
BUYORDER;Market Needs Goods: (4) Items ;118x862,120x996,121x131,103x841;277704;83798.90
BUYORDER;Market Out of Stock: (4) Items ;119x886,106x724,104x122,111x319;290401;143413.20
SELLORDER;Market Items: (2) Items ;154x234,154x518;9887;115494.40
SELLORDER;Market Stock: (1) Items ;169x255;11839;90285.38
BUYORDER;Purchasing (3) Items ;1110x12,1025x8,1055x8;291223;105982.30
BUYORDER;Market Items Req: (2) Items ;117x305,124x137;59983;82369.06
BUYORDER;Market Shortage: (1) Items ;100x249;176;41511.06
BUYORDER;Market Demands: (1) Items ;109x84;840;79266.92
BUYORDER;Market Needs Goods: (1) Items ;108x287;5549;64147.92
BUYORDER;Market Shortage: (4) Items ;119x98,101x61,107x163,116x124;62246;22704.94
BUYORDER;Market Items Req: (3) Items ;105x297,122x83,100x90;43707;27280.94
BUYORDER;Market Items Req: (1) Items ;100x196;170;91207.28
SELLORDER;Market Goods: (3) Items ;166x274,163x54,166x87;10876;63479.67

BUYORDER;Market Items Req: (1) Items ;110x165;3881;27477.13
BUYORDER;Market Demands: (2) Items ;119x20,107x57;5547;5785.03
ITEM;1160;25;0.58;0
ITEM;1052;34;1.07;0
ITEM;1400;44;1.03;0
ITEM;1012;8;1.02;62481.99
ITEM;1162;54;1.13;62481.99
ITEM;1057;38;0.55;62481.99
ITEM;1011;34;0.96;62481.99
ITEM;1020;72;0.93;7926.96
ITEM;1300;62;1.01;12303.32
ITEM;1005;15;0.99;35501.31
ITEM;1406;36;1.05;35501.31
ITEM;1167;6;0.61;35501.31
ITEM;1076;30;0.60;35501.31
ITEM;1051;6;0.74;35501.31
ITEM;1170;76;0.88;35501.31
ITEM;1172;66;1.08;11031.73
ITEM;1404;21;0.58;11031.73
ITEM;1122;23;1.09;5087.391
ITEM;1156;78;0.62;5087.391
ITEM;1161;20;0.52;5087.391
ITEM;1063;74;1.25;5087.391
ITEM;1113;18;0.62;5087.391
ITEM;1471;44;0.71;5087.391
ITEM;1210;76;0.51;5087.391
ITEM;1026;42;0.84;5087.391
ITEM;1475;11;0.51;5087.391
ITEM;1451;43;1.00;5087.391
ITEM;1009;14;0.69;5087.391
ITEM;1111;34;0.81;5087.391
ITEM;1059;69;0.73;5087.391
ITEM;1623;66;0.85;5087.391
ITEM;1573;25;0.72;5087.391
ITEM;1752;37;0.83;5087.391
ITEM;1770;3;1.09;9440.026
ITEM;1780;11;1.13;9440.026
ITEM;1622;29;0.59;9440.026
ITEM;1550;34;0.56;9440.026
ITEM;1711;74;0.90;9440.026
ITEM;1543;39;0.74;30824.53
ITEM;1732;44;0.56;30824.53
ITEM;1721;52;0.59;30824.53
ITEM;1630;76;1.14;30824.53
ITEM;1611;10;0.79;1925.276
ITEM;1552;45;0.68;1925.276
ITEM;1584;27;1.07;684971.4
ITEM;1502;41;0.75;684971.4
ITEM;1531;42;1.06;684971.4
ITEM;1761;74;0.72;684971.4
ITEM;1603;2;0.82;684971.4
ITEM;1634;61;0.57;684971.4
ITEM;1532;26;0.84;13490.6
ITEM;1610;55;0.93;13490.6
ITEM;1564;52;1.08;13490.6
ITEM;1712;11;0.74;13490.6
ITEM;1582;56;0.60;13490.6
ITEM;1562;47;0.54;13490.6
ITEM;1574;18;0.91;13490.6
ITEM;1583;11;0.76;91406.96
ITEM;53;299;0.59;91406.96
ITEM;2129;52;0.52;91406.96
ITEM;2111;230;1.00;36.39375
ITEM;40;272;1.04;13.26978
