// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Kith
STATION;type;Ordinance Storage Facility
STATION;owner;Fegalefae Sizilswhea
STATION;faction;Pirate
STATION;material;station_material_Pirate.png
STATION;color;1 , .1 , .1 , 1
STATION;level;6
STATION;icon;kith.png
STATION;filename;sector_82_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;4-6-1-2-4-0-5-1-5-0-1-4-1-3-9-0-5-1-3-3-0-5-90
STATION;interior_seed;3-8-15-8
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;False
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;False
SERVICES;contracts;False
SERVICES;admin;True

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Live Music Concert;0.20,0.07;25000;Musical Entertainment;entertain_show.png;Your crew is treated to an 'all expenses paid' night at a music venue of their choosing. 20% Morale , 7% Loyalty bonus.
ENTERTAINMENT;StarLuck Casino;0.05,0.05;24000;Gambling;entertain_casino.png;A weekend package to the local casino for your entire crew, complete with pocket money. 5% Morale Boost, 5% Loyalty Boost
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;7;1.01;npc_ship_data_(excavation_escort_1).txt
MERC;7;1.73;npc_ship_data_(battle_cruiser_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Shortage: (3) Items ;341x530,343x733,341x486;220371;144004.80

BUYORDER;Want to acquire (1) Items ;406x3490;140577;137568.60

SELLORDER;Market Goods: (2) Items ;2127x709,217x315;34118;91756.14
SELLORDER;Market Stock: (3) Items ;210x817,2126x101,2119x670;125843;109019.10
SELLORDER;Market Inventory: (1) Items ;2126x269;14171;123251.30
SELLORDER;Market Surplus: (2) Items ;42x717,43x477;17071;93797.28
SELLORDER;Market Supply: (1) Items ;52x711;29270;135123.30
SELLORDER;Market Inventory: (2) Items ;63x633,43x648;52127;72496.31
BUYORDER;Market Low Inventory: (1) Items ;340x749;54589;108373.70
BUYORDER;Market Shortage: (1) Items ;340x582;58766;87303.06
BUYORDER;Market Shortage: (1) Items ;343x413;106929;110447.10
BUYORDER;Market Out of Stock: (1) Items ;340x176;18671;105144.00
SELLORDER;Market Items: (3) Items ;210x57,216x487,2131x483;99916;94952.45
SELLORDER;Market Stock: (1) Items ;214x319;21990;63776.72
SELLORDER;Market Inventory: (4) Items ;2129x382,60x282,2651x200,2129x77;194078;97180.72
BUYORDER;Market Low Inventory: (3) Items ;343x87,341x113,342x178;38645;101291.90
BUYORDER;Market Items Req: (2) Items ;342x329,341x64;22579;38566.90
BUYORDER;Market Shortage: (3) Items ;341x265,342x183,343x129;76530;54890.61
BUYORDER;Market Shortage: (1) Items ;340x114;18312;74788.61
SELLORDER;Sale Request Order: (1) Items ;2408x7;13256;57748.73

BUYORDER;Market Items Req: (3) Items ;341x347,341x87,342x45;49557;17529.73
BUYORDER;Market Shortage: (3) Items ;343x383,343x365,343x81;195876;64462.73
BUYORDER;Market Low Inventory: (3) Items ;342x40,342x70,343x58;20283;16706.16
SELLORDER;Market Supply: (3) Items ;215x31,63x50,53x10;15099;82871.66
BUYORDER;Market Needs Goods: (1) Items ;340x11;1432;77978.77
ITEM;1065;1;1.01;0
ITEM;1004;40;0.93;0
ITEM;1001;31;1.21;1433.811
ITEM;1110;7;1.07;961.5165
ITEM;1102;9;0.76;961.5165
ITEM;1404;33;0.56;961.5165
ITEM;1300;19;0.54;961.5165
ITEM;1150;27;0.52;961.5165
ITEM;1174;30;0.81;32669.37
ITEM;1125;44;1.11;41710.8
ITEM;1025;6;0.65;41710.8
ITEM;1120;28;0.72;41710.8
ITEM;1451;8;0.75;41710.8
ITEM;1124;15;0.84;41710.8
ITEM;1460;17;0.88;41710.8
ITEM;1210;22;1.16;41710.8
ITEM;1172;38;0.72;41710.8
ITEM;1006;10;0.88;41710.8
ITEM;1020;17;0.63;41710.8
ITEM;1051;25;0.71;41710.8
ITEM;1123;24;0.59;41710.8
ITEM;1163;34;0.53;41710.8
ITEM;1200;56;1.12;41710.8
ITEM;1060;42;1.10;41710.8
ITEM;1164;44;0.87;41710.8
ITEM;1401;14;0.96;41710.8
ITEM;1160;8;0.67;41710.8
ITEM;1524;12;0.99;41710.8
ITEM;1563;51;1.18;41710.8
ITEM;1501;35;0.94;41710.8
ITEM;1762;13;1.12;41710.8
ITEM;1502;43;1.09;9979.169
ITEM;1561;26;1.06;9979.169
ITEM;1753;23;0.59;76424.03
ITEM;1752;53;1.09;76424.03
ITEM;1560;10;0.85;950.6417
ITEM;1633;3;1.07;950.6417
ITEM;1601;8;0.55;950.6417
ITEM;1634;35;1.02;891953.9
ITEM;1617;44;1.05;891953.9
ITEM;1550;40;0.99;891953.9
ITEM;1702;44;0.55;891953.9
ITEM;1540;47;0.82;891953.9
ITEM;1760;50;1.02;891953.9
ITEM;1591;33;0.60;891953.9
ITEM;1777;4;0.55;891953.9
ITEM;1620;18;1.02;1474.658
ITEM;1531;52;0.95;1474.658
ITEM;2111;258;1.22;1474.658
ITEM;51;32;0.66;1474.658
ITEM;2126;214;0.70;1474.658
ITEM;50;157;0.75;1474.658
ITEM;2650;127;0.94;451.8639
ITEM;2123;214;0.70;451.8639
ITEM;2652;114;0.88;451.8639
ITEM;77;100;0.60;451.8639
ITEM;2115;133;0.70;451.8639
ITEM;61;130;1.15;93.66537
ITEM;2124;217;0.82;93.66537
ITEM;2120;62;0.84;93.66537
ITEM;42;137;0.91;93.66537
ITEM;40;59;1.03;93.66537
ITEM;2113;229;0.51;93.66537
ITEM;63;66;0.81;139.7949
ITEM;2117;64;1.06;256.7522
ITEM;60;192;0.92;256.7522
ITEM;2121;1;0.58;256.7522
ITEM;2122;280;0.98;596.9717
ITEM;53;201;0.72;596.9717
ITEM;2114;79;0.86;53.97068
ITEM;2129;246;0.79;53.97068
ITEM;2125;201;0.89;53.97068
ITEM;70;255;0.62;53.97068
ITEM;737;18;0.98;53.97068
ITEM;720;78;1.07;53.97068
ITEM;751;112;0.57;53.97068
ITEM;677;118;0.88;53.97068
ITEM;758;86;0.56;45783.2
ITEM;754;4;1.07;241928.2
ITEM;755;54;0.95;241928.2
ITEM;731;1;0.84;241928.2
ITEM;740;19;0.54;241928.2
ITEM;712;43;1.11;241928.2
ITEM;675;12;0.63;151848.1
ITEM;750;94;1.18;151848.1
ITEM;711;71;0.88;151848.1
ITEM;727;116;0.62;151848.1
ITEM;749;103;0.73;151848.1
ITEM;680;117;1.12;151848.1
ITEM;693;87;0.72;151848.1
ITEM;728;41;0.72;151848.1
ITEM;743;22;0.92;134511.7
ITEM;702;67;1.11;134511.7
ITEM;730;37;0.84;134511.7
ITEM;722;97;0.77;134511.7
ITEM;746;81;1.17;47653.32
ITEM;671;54;1.04;260468.7
ITEM;753;3;0.75;260468.7
ITEM;760;11;0.67;260468.7
ITEM;678;65;0.86;260468.7
ITEM;752;26;1.15;260468.7
ITEM;600;10;1.14;5193.286
ITEM;620;8;0.65;5193.286
ITEM;640;28;1.03;5193.286
ITEM;605;13;0.78;161675
ITEM;625;4;0.86;161675
ITEM;601;21;1.01;161675
ITEM;662;4;1.22;161675
ITEM;663;2;0.51;161675
ITEM;644;24;0.65;71334.7
ITEM;660;25;0.97;4308.986
ITEM;661;25;1.23;4308.986
ITEM;621;3;0.90;4308.986
ITEM;645;28;0.63;4308.986
ITEM;664;26;0.51;4308.986
ITEM;604;8;1.06;123684.2
ITEM;641;9;1.12;123684.2
ITEM;623;2;0.89;123684.2
ITEM;624;3;1.22;123684.2
ITEM;603;26;1.00;123684.2
ITEM;622;17;1.05;16581.19
ITEM;643;28;0.76;16581.19
ITEM;602;12;0.57;16581.19
ITEM;665;27;1.03;16581.19
ITEM;642;5;1.04;16307.91
ITEM;305;38;1.13;16307.91
ITEM;311;57;0.96;16307.91
ITEM;313;49;1.14;202.8906
ITEM;342;14;0.86;202.8906
ITEM;303;19;0.89;202.8906
ITEM;343;55;1.12;202.8906
ITEM;302;36;0.78;202.8906
ITEM;321;26;0.63;97.7075
ITEM;341;16;0.76;97.7075
ITEM;330;24;0.81;97.7075
ITEM;320;47;0.73;97.7075
ITEM;323;47;0.89;97.7075
ITEM;301;54;1.16;97.7075
ITEM;325;56;1.10;97.7075
ITEM;333;57;0.51;97.7075
ITEM;312;15;0.94;97.7075
ITEM;405;58;1.17;97.7075
ITEM;332;38;1.17;97.7075
ITEM;406;23;1.01;97.7075
ITEM;322;54;1.17;97.7075
ITEM;310;45;1.01;51.05288
ITEM;404;6;0.68;51.05288
ITEM;300;27;0.56;51.05288
ITEM;403;48;0.85;51.05288
ITEM;408;41;0.79;51.05288
ITEM;324;7;1.17;51.05288
ITEM;407;53;0.87;51.05288
ITEM;304;10;0.76;51.05288
ITEM;340;31;0.68;51.05288
ITEM;331;39;1.11;143.9707
ITEM;25;6;1.08;143.9707
ITEM;1;527;0.69;143.9707
ITEM;20;449;1.15;143.9707
ITEM;2;112;0.68;16.08769
ITEM;4;49;0.66;16.08769
ITEM;22;503;1.07;335.8766
ITEM;24;226;0.87;335.8766
ITEM;21;564;0.82;143.3989
ITEM;5;509;0.57;143.3989
ITEM;3;41;0.66;143.3989
ITEM;6;471;1.18;143.3989
ITEM;23;172;0.57;143.3989
ITEM;112;553;0.95;23.6685
ITEM;104;191;0.58;23.6685
ITEM;111;10;0.84;23.6685
ITEM;102;665;0.77;23.6685
ITEM;118;360;0.69;3.195276
ITEM;114;241;0.67;3.195276
ITEM;109;786;0.69;3.195276
ITEM;113;450;1.01;5.531237
ITEM;115;239;0.73;17.25734
ITEM;101;689;0.54;17.25734
ITEM;107;321;1.10;17.25734
ITEM;100;884;1.10;17.25734
ITEM;106;407;0.51;17.25734
ITEM;105;275;1.14;10.33662
ITEM;103;607;0.83;10.33662
ITEM;2000;874;1.18;10.33662
ITEM;108;667;0.73;10.33662
