// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;1
STATION;name;Xellon
STATION;type;Market Center
STATION;owner;Dornoa Xaqi
STATION;faction;Trade
STATION;material;station_material_Trade.png
STATION;color;.70 , 1, .23 , 1
STATION;level;2
STATION;icon;xellon.png
STATION;filename;sector_66_station_1.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;2-9-0-5-1-0-2-0-1-7-1-7-0
STATION;interior_seed;5-2-45-2
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;True
SERVICES;admin;True

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Evening of Drinks;0.05,0.0;1500;Alcholic Drinks;entertain_bar.png;Pick up the tab for an evening of drinks for your crew, they earned it. 5% Morale Boost.
ENTERTAINMENT;Live Music Concert;0.20,0.07;25000;Musical Entertainment;entertain_show.png;Your crew is treated to an 'all expenses paid' night at a music venue of their choosing. 20% Morale , 7% Loyalty bonus.
ENTERTAINMENT;StarLuck Casino;0.05,0.05;24000;Gambling;entertain_casino.png;A weekend package to the local casino for your entire crew, complete with pocket money. 5% Morale Boost, 5% Loyalty Boost
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;7;0.83;npc_ship_data_(support_escort_1).txt
MERC;5;0.75;npc_ship_data_(support_frigate_1).txt
MERC;3;1.30;npc_ship_data_(support_escort_1).txt
MERC;6;1.82;npc_ship_data_(recon_cruiser_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Items Req: (2) Items ;166x967,167x540;139278;132602.90
SELLORDER;Looking to Sell (1) Items ;167x295;24316;80697.18
BUYORDER;Market Low Inventory: (2) Items ;167x550,154x537;103518;43926.18
BUYORDER;Market Low Inventory: (2) Items ;169x233,167x299;52912;101796.20
BUYORDER;Market Out of Stock: (1) Items ;169x269;50180;36633.69
BUYORDER;Market Shortage: (4) Items ;165x152,160x269,159x444,165x597;126272;104237.70
SELLORDER;Selling Items: (3) Items ;103x14,105x18,2044x42;24067;80425.45

BUYORDER;Market Demands: (2) Items ;166x77,159x230;21924;38583.88
BUYORDER;Market Shortage: (3) Items ;169x268,154x303,160x133;85642;56723.88
BUYORDER;Market Low Inventory: (3) Items ;162x371,160x263,154x396;51729;85699.63
BUYORDER;Market Low Inventory: (2) Items ;163x327,161x275;21824;83391.63
BUYORDER;Market Demands: (1) Items ;159x276;33943;48179.82
BUYORDER;Market Items Req: (2) Items ;165x165,159x162;37749;38055.82
SELLORDER;Market Goods: (2) Items ;157x196,156x48;5237;76745.97
ITEM;1170;13;0.52;0
ITEM;1009;11;0.62;1067.032
ITEM;1151;5;0.61;2337.507
ITEM;1400;4;0.74;2337.507
ITEM;1200;5;0.80;2337.507
ITEM;1101;13;0.96;737.5732
ITEM;1052;11;0.63;737.5732
ITEM;1055;18;1.21;737.5732
ITEM;1401;26;0.88;737.5732
ITEM;1059;14;1.12;4997.999
ITEM;1008;12;1.13;4997.999
ITEM;1054;2;1.04;4997.999
ITEM;1003;27;0.99;4997.999
ITEM;1057;17;1.24;5047.925
ITEM;1171;12;0.84;5047.925
ITEM;1450;24;0.98;4215.176
ITEM;1541;3;1.24;4215.176
ITEM;1600;7;0.96;4215.176
ITEM;1511;3;1.11;11821.83
ITEM;1610;17;0.60;11821.83
ITEM;1611;4;1.16;11821.83
ITEM;1590;22;0.60;775.6304
ITEM;1751;13;1.29;775.6304
ITEM;1630;6;0.96;775.6304
ITEM;1520;7;1.00;1082.748
ITEM;1540;16;0.58;491.8034
ITEM;1501;16;0.75;1532.931
ITEM;1580;22;0.83;3749.358
ITEM;1631;16;0.98;3749.358
ITEM;1570;13;0.64;1310.376
ITEM;1616;5;0.57;1310.376
ITEM;78;14;1.22;1310.376
ITEM;2126;47;0.78;1310.376
ITEM;63;28;0.71;1310.376
ITEM;52;87;0.96;38.65821
ITEM;2111;1995;0.62;38.65821
ITEM;2128;21;1.18;38.65821
ITEM;2652;2284;0.53;38.65821
ITEM;2125;86;1.16;1323.323
ITEM;2117;2061;0.74;163.4104
ITEM;2112;97;0.51;163.4104
ITEM;62;1821;0.98;163.4104
ITEM;2121;58;0.57;229.0741
ITEM;2116;1700;1.08;94.30895
ITEM;2130;83;0.52;94.30895
ITEM;42;57;1.13;94.30895
ITEM;61;70;0.77;94.30895
ITEM;681;39;0.62;69490.59
ITEM;674;35;0.65;69490.59
ITEM;727;29;0.90;69490.59
ITEM;746;9;1.02;69490.59
ITEM;670;5;0.70;69490.59
ITEM;700;18;0.76;69490.59
ITEM;693;34;0.55;69490.59
ITEM;680;13;0.78;69490.59
ITEM;750;3;0.77;9507.617
ITEM;759;19;0.69;9507.617
ITEM;749;36;0.58;110800
ITEM;712;39;0.79;110800
ITEM;756;38;0.93;110800
ITEM;735;26;0.56;1057306
ITEM;621;13;1.11;1057306
ITEM;601;5;1.16;10211.85
ITEM;640;13;0.97;10211.85
ITEM;641;2;1.17;10211.85
ITEM;600;9;0.86;10211.85
ITEM;620;4;0.91;3881.137
ITEM;660;3;0.55;3881.137
ITEM;661;2;1.17;3881.137
ITEM;404;4;0.86;3881.137
ITEM;405;11;1.20;3881.137
ITEM;304;937;0.65;3881.137
ITEM;408;18;0.61;3881.137
ITEM;303;18;0.72;3881.137
ITEM;302;10;1.06;52.20108
ITEM;407;548;1.20;52.20108
ITEM;300;18;0.77;52.20108
ITEM;406;7;1.23;33.75339
ITEM;403;19;0.94;33.75339
ITEM;305;18;0.64;33.75339
ITEM;301;16;1.11;33.75339
ITEM;21;2851;0.84;140.7116
ITEM;2;107;1.18;140.7116
ITEM;1;192;0.99;140.7116
ITEM;20;45;0.73;140.7116
ITEM;114;26;1.16;140.7116
ITEM;104;237;0.54;140.7116
ITEM;101;213;0.60;0.346431
ITEM;102;324;0.54;0.346431
ITEM;100;423;0.81;0.3366737
ITEM;103;244;0.59;0.3366737
ITEM;159;86;1.06;0.3366737
ITEM;167;192;0.69;0.3366737
ITEM;166;46;0.83;0.3366737
ITEM;168;257;1.07;0.3366737
ITEM;158;7;0.83;0.3366737
ITEM;163;261;1.09;44.63179
ITEM;164;263;0.61;10.69663
ITEM;165;16;0.89;10.69663
ITEM;169;234;0.63;59.10241
ITEM;153;217;1.25;59.10241
ITEM;162;108;0.89;59.10241
ITEM;155;132;0.77;59.10241
ITEM;152;194;0.97;59.10241
ITEM;2329;9;0.63;59.10241
ITEM;2340;20;0.50;59.10241
ITEM;2200;16;1.12;59.10241
ITEM;2150;12;1.28;59.10241
ITEM;2445;14;0.87;835.8509
ITEM;2279;15;0.76;835.8509
ITEM;2533;1;0.91;139728.4
ITEM;2131;17;1.16;185.2774
ITEM;2550;13;1.06;185.2774
ITEM;2426;3;0.96;113.2375
ITEM;2435;6;0.62;113.2375
ITEM;2171;2;0.74;113.2375
ITEM;2334;6;0.74;113.2375
ITEM;2443;3;0.74;543.5307
ITEM;2427;19;0.62;543.5307
ITEM;2436;12;0.94;543.5307
ITEM;2211;18;1.19;73373.64
ITEM;2556;13;0.83;73373.64
ITEM;2310;19;0.69;73373.64
ITEM;2396;7;0.78;188.8941
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;73;1.49
SKILL;17;1.04
SKILL;76;0.60
SKILL;232;0.77
SKILL;65;1.40
SKILL;26;1.94
SKILL;73;0.55
SKILL;37;1.32
SKILL;62;1.36
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;0.98;ship_data_(excavation_carrier_1).txt
SHIP;2;0.95;ship_data_(pirate_frigate_1).txt
SHIP;3;0.97;ship_data_(support_frigate_1).txt
SHIP;4;1.02;ship_data_(recon_destroyer_1).txt
SHIP;5;0.92;ship_data_(transport_cruiser_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>
