// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Imperium Bank
STATION;type;Banking Facility
STATION;owner;Nostrajancoro Lasme
STATION;faction;Trade
STATION;material;station_material_Trade.png
STATION;color;.70 , 1, .23 , 1
STATION;level;4
STATION;icon;imperium_bank.png
STATION;filename;sector_75_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;4-5-0-5-9-2-6-0-5-0-0-2-1-3-7-2-6-0-3-4-0-6-0
STATION;interior_seed;3-4-0-3
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;True
SERVICES;university;False
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;False
SERVICES;contracts;True
SERVICES;admin;False

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;StarLuck Casino;0.05,0.05;24000;Gambling;entertain_casino.png;A weekend package to the local casino for your entire crew, complete with pocket money. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;Evening of Drinks;0.05,0.0;1500;Alcholic Drinks;entertain_bar.png;Pick up the tab for an evening of drinks for your crew, they earned it. 5% Morale Boost.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;5;0.99;npc_ship_data_(battle_utility_1).txt
MERC;4;1.97;npc_ship_data_(excavation_carrier_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Items Req: (1) Items ;300x772;56385;127044.00
BUYORDER;Market Demands: (3) Items ;301x456,302x608,300x891;247604;142653.00
BUYORDER;Market Out of Stock: (3) Items ;301x899,301x803,302x610;283151;91487.04
SELLORDER;Market Stock: (2) Items ;200x169,2123x541;250380;78464.90

BUYORDER;Market Low Inventory: (2) Items ;300x314,301x688;110945;143490.20
BUYORDER;Market Out of Stock: (2) Items ;300x681,300x730;162291;95851.22
BUYORDER;Market Low Inventory: (1) Items ;300x165;19239;137147.70
BUYORDER;Market Shortage: (2) Items ;301x590,300x683;245298;59904.72
SELLORDER;Sale Request Order: (3) Items ;2014x312,1765x6,1522x9;303523;112598.20
SELLORDER;Selling Items: (1) Items ;7x89;34024;54580.81
BUYORDER;Market Out of Stock: (1) Items ;302x254;17120;49200.28
SELLORDER;Market Surplus: (4) Items ;2121x233,76x181,76x134,208x64;135305;21865.67
SELLORDER;Market Items: (4) Items ;206x247,2120x30,75x84,70x263;21448;18009.67
BUYORDER;Market Needs Goods: (1) Items ;300x59;6258;48075.13
BUYORDER;Market Needs Goods: (1) Items ;301x95;20677;47772.13
BUYORDER;Market Shortage: (3) Items ;301x25,302x199,302x190;38790;70463.87
BUYORDER;Market Low Inventory: (1) Items ;301x28;3732;48662.87
BUYORDER;Market Out of Stock: (1) Items ;302x70;7282;15026.82
BUYORDER;Market Items Req: (1) Items ;302x31;2738;53887.82
BUYORDER;Market Needs Goods: (1) Items ;300x75;6398;80298.19
SELLORDER;Looking to Sell (1) Items ;1481x1;101763;54793.45
ITEM;1120;6;1.25;0
