// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Oro Omniplex Center
STATION;type;Recon Sentry
STATION;owner;Hasrastast Belbar
STATION;faction;Labor
STATION;material;station_material_Labor.png
STATION;color;1 , .80 , .7 , 1
STATION;level;3
STATION;icon;oro_omniplex.png
STATION;filename;sector_2_station_0.txt
STATION;max_hp;25000
STATION;hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;4-9-0-2-7-2-7-1-5-0-2-7-0-4-8-1-0-0-3-4-1-0-0
STATION;interior_seed;3-9-15-1
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;True
SERVICES;admin;False

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Pod Racing event;0.25,0.0;40000;Sport Racing Event;entertain_race.png;All expense paid trip to the weekly 'Astrox Pod Racing' (APR) event. 25% Morale Boost.
ENTERTAINMENT;Evening of Drinks;0.05,0.0;1500;Alcholic Drinks;entertain_bar.png;Pick up the tab for an evening of drinks for your crew, they earned it. 5% Morale Boost.
ENTERTAINMENT;BioSynth Wildlife Park;0.05,0.05;26000;Rest and Relaxation;entertain_park.png;A weekend package to the local wildlife BioSynth park for your entire crew, included petting zoo. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;Private Concert;0.25,0.09;50000;Musical Entertainment;entertain_show.png;Provide a private concert for your entire crew, drinks and food included. 25% Morale , 9% Loyalty bonus.
ENTERTAINMENT;Spa Treatment;0.15,0.0;18500;Rest and Relaxation;entertain_spa.png;Send your crew to the spa, let them rest and relax for awhile. 15% Morale Boost.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;1;1.07;npc_ship_data_(battle_escort_1).txt
MERC;1;1.05;npc_ship_data_(excavation_escort_1).txt
MERC;1;1.05;npc_ship_data_(excavation_escort_2).txt
MERC;1;1.05;npc_ship_data_(excavation_escort_3).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Demands: (2) Items ;114x98,115x369;18008;116609.10
BUYORDER;Market Demands: (1) Items ;102x810;2546;114230.10
BUYORDER;Market Low Inventory: (4) Items ;111x319,122x234,117x159,114x421;125963;56080.94
BUYORDER;Market Needs Goods: (3) Items ;2000x343,111x335,117x130;37646;109599.50
BUYORDER;Market Needs Goods: (1) Items ;113x314;4058;68826.48
BUYORDER;Market Shortage: (2) Items ;106x176,100x157;3134;114178.50
BUYORDER;Market Items Req: (2) Items ;121x578,109x380;59991;66350.45
BUYORDER;Market Shortage: (2) Items ;101x250,112x354;13089;68856.45
BUYORDER;Market Items Req: (3) Items ;122x525,103x552,108x344;268461;39791.48
BUYORDER;Market Shortage: (2) Items ;109x285,122x75;45014;71699.03

BUYORDER;Market Shortage: (2) Items ;107x197,105x283;6267;48743.73

BUYORDER;Market Demands: (3) Items ;117x141,116x394,100x233;103237;45506.28
BUYORDER;Market Low Inventory: (2) Items ;115x370,101x249;17056;61619.28
SELLORDER;Market Items: (2) Items ;2021x31,2025x81;48136;11148.08
SELLORDER;Market Surplus: (1) Items ;2025x87;73060;62952.08
ITEM;1470;12;0.69;36369.46
ITEM;1003;10;1.12;36369.46
ITEM;1008;16;1.20;36369.46
ITEM;1205;12;1.10;36369.46
ITEM;1054;15;1.22;36369.46
ITEM;1201;19;1.13;36369.46
ITEM;1451;9;0.86;6024.276
ITEM;1150;6;0.74;6024.276
ITEM;1110;17;1.00;6024.276
ITEM;1059;18;1.08;6024.276
ITEM;1121;5;0.96;6024.276
ITEM;1402;27;1.15;6024.276
ITEM;1014;19;1.00;6024.276
ITEM;1001;6;0.60;6024.276
ITEM;1120;3;0.69;6024.276
ITEM;1064;1;0.58;6024.276
ITEM;1401;10;1.07;6024.276
ITEM;1501;26;0.64;6024.276
ITEM;1601;10;1.04;2430.831
ITEM;1560;1;0.99;2430.831
ITEM;1616;7;0.90;4437.603
ITEM;1651;29;0.81;4437.603
ITEM;1500;15;0.98;4437.603
ITEM;1642;23;0.91;4437.603
ITEM;1562;5;1.10;4437.603
ITEM;1615;16;1.19;4437.603
ITEM;1541;13;0.75;1686.811
ITEM;1620;25;0.56;1686.811
ITEM;1650;14;0.87;1686.811
ITEM;1512;1;0.99;1686.811
ITEM;1522;8;1.13;1686.811
ITEM;1632;8;0.53;1686.811
ITEM;1600;16;0.83;1686.811
ITEM;1510;23;1.08;1686.811
ITEM;41;124;0.73;1686.811
ITEM;2114;60;1.01;64.3597
ITEM;2123;90;0.58;64.3597
ITEM;75;32;1.08;64.3597
ITEM;51;16;1.23;64.3597
ITEM;2113;128;0.80;64.3597
ITEM;40;36;0.68;64.3597
ITEM;70;28;0.62;64.3597
ITEM;2128;92;1.21;64.3597
ITEM;2650;7;0.72;64.3597
ITEM;2131;69;1.16;190.1231
ITEM;42;117;0.83;190.1231
ITEM;2122;87;0.60;190.1231
ITEM;2129;11;1.24;190.1231
ITEM;61;10;1.22;190.1231
ITEM;78;16;1.04;284.5725
ITEM;2125;95;0.94;284.5725
ITEM;77;21;0.73;284.5725
ITEM;2121;65;0.76;284.5725
ITEM;2120;27;1.11;284.5725
ITEM;2651;140;0.97;284.5725
ITEM;2127;117;0.58;39.02996
ITEM;2115;67;0.94;70.68083
ITEM;751;32;1.24;70.68083
ITEM;734;38;0.58;117434.1
ITEM;673;29;0.72;246388.9
ITEM;743;36;0.53;70249.91
ITEM;749;43;0.73;70249.91
ITEM;671;10;0.85;70249.91
ITEM;756;1;0.53;70249.91
ITEM;679;21;0.52;70249.91
ITEM;741;2;1.17;48005.67
ITEM;690;39;0.59;48005.67
ITEM;691;32;0.98;26328.93
ITEM;742;43;1.18;26328.93
ITEM;732;25;0.63;7788.952
ITEM;712;29;1.14;7788.952
ITEM;677;31;0.69;7788.952
ITEM;676;51;0.48;7788.952
ITEM;723;43;0.58;7788.952
ITEM;670;44;0.96;102326.9
ITEM;681;44;1.05;102326.9
ITEM;693;51;1.05;102326.9
ITEM;726;29;0.80;102326.9
ITEM;727;43;1.01;13584.73
ITEM;736;42;0.91;13584.73
ITEM;746;15;0.71;13584.73
ITEM;680;5;0.60;13584.73
ITEM;735;35;1.04;13584.73
ITEM;710;13;1.18;5351.087
ITEM;600;3;0.79;5351.087
ITEM;642;1;0.73;10867.53
ITEM;622;3;0.87;10867.53
ITEM;602;2;0.60;10867.53
ITEM;660;10;0.86;10867.53
ITEM;621;7;0.93;10867.53
ITEM;641;2;1.08;10867.53
ITEM;620;7;0.57;10867.53
ITEM;661;3;1.07;10867.53
ITEM;640;13;0.66;10867.53
ITEM;601;3;0.78;10867.53
ITEM;662;7;1.12;17809.88
ITEM;403;16;0.61;17809.88
ITEM;404;2;0.84;17809.88
ITEM;310;20;0.51;17809.88
ITEM;312;22;0.86;17809.88
ITEM;406;21;1.08;17809.88
ITEM;304;11;0.99;17809.88
ITEM;301;24;0.75;17809.88
ITEM;408;14;1.00;17809.88
ITEM;305;9;0.95;17809.88
ITEM;303;5;0.97;72.99641
ITEM;302;25;0.72;72.99641
ITEM;407;15;1.17;72.99641
ITEM;405;28;0.53;13.15943
ITEM;300;17;0.68;13.15943
ITEM;313;22;0.85;145.8019
ITEM;311;29;0.93;59.52313
ITEM;21;85;0.86;59.52313
ITEM;3;170;0.74;59.52313
ITEM;1;233;0.72;9.776835
ITEM;2;268;0.79;9.776835
ITEM;22;11;0.89;9.776835
ITEM;20;258;0.60;9.776835
ITEM;104;49;0.70;1.997524
ITEM;113;129;0.89;5.940609
ITEM;118;415;1.11;5.940609
ITEM;109;314;0.85;5.940609
ITEM;102;177;0.79;2.134611
ITEM;101;195;1.06;0.8916164
ITEM;114;60;0.95;2.204244
ITEM;103;188;0.71;2.204244
ITEM;100;114;0.71;0.377394
ITEM;160;3;0.98;0.377394
ITEM;162;249;0.75;0.377394
ITEM;165;112;0.95;55.98567
ITEM;201;208;1.23;55.98567
ITEM;156;37;1.04;55.98567
ITEM;159;3;0.95;55.98567
