// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;The Dunes
STATION;type;Tavern Station
STATION;owner;Gorejid Foemepae
STATION;faction;Labor
STATION;material;station_material_Labor.png
STATION;color;1 , .80 , .7 , 1
STATION;level;4
STATION;icon;dunes_resort.png
STATION;filename;sector_4_station_0.txt
STATION;max_hp;25000
STATION;hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;2-3-1-2-0-0-9-1-5-2-0-4-0
STATION;interior_seed;4-6-0-7
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;False
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;False
SERVICES;fabricator;True
SERVICES;contracts;False
SERVICES;admin;False

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Pod Racing event;0.25,0.0;40000;Sport Racing Event;entertain_race.png;All expense paid trip to the weekly 'Astrox Pod Racing' (APR) event. 25% Morale Boost.
ENTERTAINMENT;Bottle of Whiskey;0.025,0.0;850;Whiskey;entertain_bar.png;Purchase a bottle of whiskey for each of your fleet members. 2.5% Morale bonus.
ENTERTAINMENT;Deathmatch League;0.15,0.08;68500;Sport Fighting Event;entertain_fight.png;Tickets to the Deathmatch League, where your entire fleet will enjoy a evening of bloodsport. 15% Morale , 8% Loyalty bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;1;1.41;npc_ship_data_(battle_frigate_1).txt
MERC;2;1.05;npc_ship_data_(support_cruiser_1).txt
MERC;1;0.75;npc_ship_data_(pirate_carrier_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Out of Stock: (3) Items ;311x122,312x422,405x75;69974;91676.48
BUYORDER;Market Shortage: (4) Items ;312x162,311x163,311x487,313x157;135580;91803.48
BUYORDER;Market Items Req: (2) Items ;312x103,311x102;21913;54708.77
BUYORDER;Market Needs Goods: (4) Items ;310x438,312x505,312x572,403x446;227694;43394.77
SELLORDER;Selling: (1) Items ;159x1723;109431;84055.87
SELLORDER;Market Goods: (2) Items ;2020x111,2025x269;178287;59726.87

BUYORDER;Market Out of Stock: (2) Items ;310x446,311x221;45253;31633.81
BUYORDER;Market Items Req: (2) Items ;405x275,310x324;37408;85078.81
SELLORDER;Market Goods: (1) Items ;2027x219;247440;30724.60
SELLORDER;Market Surplus: (1) Items ;2027x103;83682;72213.66
BUYORDER;Market Items Req: (2) Items ;311x39,312x85;10902;75380.82
BUYORDER;Market Demands: (3) Items ;313x82,311x54,404x27;29967;29689.82
BUYORDER;Market Needs Goods: (2) Items ;312x16,404x52;4416;69289.43
ITEM;1112;9;0.66;1495.125
ITEM;1002;42;0.75;772.5
ITEM;1470;29;1.20;772.5
ITEM;1121;1;0.95;772.5
ITEM;1173;11;0.58;772.5
ITEM;1161;8;0.52;772.5
ITEM;1120;13;1.12;1419.25
ITEM;1054;8;0.59;1419.25
ITEM;1057;39;0.63;2409.25
ITEM;1400;24;1.18;2409.25
ITEM;1170;39;1.14;2409.25
ITEM;1152;4;0.89;2409.25
ITEM;1050;24;0.97;2409.25
ITEM;1014;8;0.97;2409.25
ITEM;1150;13;0.53;1059.375
ITEM;1200;13;0.91;3616.875
ITEM;1171;35;0.52;3616.875
ITEM;1123;25;0.80;7284.375
ITEM;1062;4;0.69;7284.375
ITEM;1300;8;0.80;7284.375
ITEM;1153;4;0.65;7284.375
ITEM;1052;30;0.87;1756.625
ITEM;1451;24;0.52;1756.625
ITEM;1101;32;0.55;399.375
ITEM;1530;31;1.01;2185.99
ITEM;1630;10;1.01;5763.575
ITEM;1500;18;1.01;5763.575
ITEM;1511;23;0.65;5763.575
ITEM;1590;10;1.10;5763.575
ITEM;1751;28;1.23;5763.575
ITEM;1631;33;0.64;5763.575
ITEM;1620;21;0.94;5763.575
ITEM;1622;32;0.94;14038.1
ITEM;1510;17;0.73;14038.1
ITEM;1710;10;1.02;14038.1
ITEM;1615;27;0.97;14038.1
ITEM;1513;24;0.58;14038.1
ITEM;1571;19;0.80;14038.1
ITEM;1753;34;0.75;14038.1
ITEM;1520;23;0.52;14038.1
ITEM;1501;14;1.14;14038.1
ITEM;1641;35;0.60;6673.18
ITEM;1561;35;1.14;6673.18
ITEM;42;80;0.94;6673.18
ITEM;2126;148;0.71;6673.18
ITEM;2118;175;1.08;6673.18
ITEM;51;135;0.63;6673.18
ITEM;2117;9;0.59;6673.18
ITEM;2128;61;0.55;6673.18
ITEM;2116;1736;0.95;84.88125
ITEM;2131;2;0.74;84.88125
ITEM;2130;78;1.19;84.88125
ITEM;2127;186;0.90;84.88125
ITEM;2125;124;0.72;84.88125
ITEM;2121;19;0.98;84.88125
ITEM;2119;123;0.71;84.88125
ITEM;53;61;1.04;84.88125
