// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;1
STATION;name;Oak Industries
STATION;type;Fabrication Plant
STATION;owner;Foexonhas Xulwenars
STATION;faction;Trade
STATION;material;station_material_Trade.png
STATION;color;.70 , 1, .23 , 1
STATION;level;7
STATION;icon;oak.png
STATION;filename;sector_69_station_1.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;2-9-0-1-2-2-6-0-7-4-2-3-0
STATION;interior_seed;5-0-45-2
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;False
SERVICES;admin;False

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Karaoke Night;0.15,0.05;15000;Musical Entertainment;entertain_show.png;Your fleet is treated to a night of karaoke at the local music tavern. 15% Morale , 5% Loyalty bonus.
ENTERTAINMENT;Live Music Concert;0.20,0.07;25000;Musical Entertainment;entertain_show.png;Your crew is treated to an 'all expenses paid' night at a music venue of their choosing. 20% Morale , 7% Loyalty bonus.
ENTERTAINMENT;BioSynth Wildlife Park;0.05,0.05;26000;Rest and Relaxation;entertain_park.png;A weekend package to the local wildlife BioSynth park for your entire crew, included petting zoo. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;Evening of Drinks;0.05,0.0;1500;Alcholic Drinks;entertain_bar.png;Pick up the tab for an evening of drinks for your crew, they earned it. 5% Morale Boost.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;8;1.39;npc_ship_data_(transport_escort_1).txt
MERC;8;1.67;npc_ship_data_(support_shuttle_1).txt
MERC;9;1.53;npc_ship_data_(battle_utility_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
SELLORDER;Looking to Sell (1) Items ;310x37;1535;145057.50
SELLORDER;Market Production: (2) Items ;2040x432,2041x182;105910;129973.10

BUYORDER;Market Shortage: (2) Items ;342x134,340x584;73748;122513.10
BUYORDER;Market Shortage: (2) Items ;343x631,343x105;133064;84632.25
BUYORDER;Market Needs Goods: (3) Items ;340x511,341x373,343x93;178153;93360.25
BUYORDER;Market Items Req: (1) Items ;340x457;42805;107063.90
BUYORDER;Market Demands: (2) Items ;341x501,343x400;136068;58476.86
BUYORDER;Market Low Inventory: (2) Items ;343x438,343x123;167061;59961.77
BUYORDER;Market Shortage: (1) Items ;342x543;13671;83705.77
BUYORDER;Market Demands: (2) Items ;341x51,342x234;17694;78004.99
BUYORDER;Market Shortage: (3) Items ;341x271,340x368,342x364;138222;46724.73
BUYORDER;Market Low Inventory: (2) Items ;343x168,341x308;77525;56860.73
BUYORDER;Market Needs Goods: (4) Items ;341x186,342x94,340x178,343x47;81105;32411.13
ITEM;1450;42;1.09;4716.507
ITEM;1110;31;0.75;606.039
ITEM;1476;21;0.92;325294.9
ITEM;1057;38;1.22;325294.9
ITEM;1103;12;0.90;325294.9
ITEM;1101;24;0.76;325294.9
ITEM;1015;58;0.93;325294.9
ITEM;1102;65;0.75;325294.9
ITEM;1404;3;0.66;40249.16
ITEM;1172;1;0.94;40249.16
ITEM;1166;26;0.83;40249.16
ITEM;1201;11;1.13;8385.754
ITEM;1060;53;0.73;8385.754
ITEM;1200;17;1.12;8385.754
ITEM;1076;28;0.97;135581.4
ITEM;1477;48;0.94;135581.4
ITEM;1007;52;0.82;135581.4
ITEM;1460;13;0.60;135581.4
ITEM;1155;51;1.03;135581.4
ITEM;1154;47;0.69;20977.41
ITEM;1013;7;0.67;20977.41
ITEM;1164;39;0.73;23287.69
ITEM;1124;27;0.58;23287.69
ITEM;1112;12;0.76;23287.69
ITEM;1126;46;1.03;73576.16
ITEM;1405;52;1.10;73576.16
ITEM;1520;6;0.77;789.7382
ITEM;1600;3;1.15;1191.28
ITEM;1722;18;0.62;1763.244
ITEM;1603;35;0.76;33533.65
ITEM;1562;28;1.00;33533.65
ITEM;1777;57;0.83;33533.65
ITEM;1571;2;0.88;33533.65
ITEM;1775;31;1.04;33533.65
ITEM;1534;49;0.86;33533.65
ITEM;1731;10;0.75;2344.897
ITEM;1752;6;0.60;16162.18
ITEM;1618;26;0.78;50836.15
ITEM;1702;18;1.19;50836.15
ITEM;1766;34;0.62;50836.15
ITEM;1780;4;0.75;5927.969
ITEM;1651;5;0.90;10251.87
ITEM;1572;48;0.60;10251.87
ITEM;1654;2;1.01;840240.1
ITEM;1521;11;0.66;840240.1
ITEM;1751;49;0.58;840240.1
ITEM;1732;33;1.06;2791.106
ITEM;1623;50;1.03;64294.6
ITEM;1513;31;0.70;64294.6
ITEM;1604;62;0.59;64294.6
ITEM;50;282;0.78;64294.6
ITEM;2121;211;1.21;565.4877
ITEM;2111;217;0.85;565.4877
ITEM;2130;141;0.81;565.4877
ITEM;62;95;0.74;565.4877
ITEM;2126;214;0.91;55.07555
ITEM;76;129;1.23;190.1143
ITEM;2650;33;1.00;190.1143
ITEM;63;144;0.95;190.1143
ITEM;42;182;0.68;14.32452
ITEM;51;216;1.02;31.3523
ITEM;2122;123;1.00;583.971
ITEM;2651;153;0.73;381.3872
