// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Rendo Labs
STATION;type;Beam Research Facility
STATION;owner;Bomene Janfonve
STATION;faction;Alpha
STATION;material;station_material_Alpha.png
STATION;color;1 , .46, .19, 1
STATION;level;2
STATION;icon;rendo_labs.png
STATION;filename;sector_16_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;2-9-0-3-5-3-6-0-4-8-2-8-90
STATION;interior_seed;3-9-15-4
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;57579.91
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;False
SERVICES;university;False
SERVICES;hangar;False
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;True
SERVICES;admin;False
// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Karaoke Night;0.15,0.05;15000;Musical Entertainment;entertain_show.png;Your fleet is treated to a night of karaoke at the local music tavern. 15% Morale , 5% Loyalty bonus.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;8;1.33;npc_ship_data_(transport_cruiser_1).txt
MERC;3;0.63;npc_ship_data_(excavation_frigate_1).txt
MERC;9;1.98;npc_ship_data_(pirate_shuttle_1).txt
MERC;7;1.34;npc_ship_data_(support_utility_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
BUYORDER;Market Shortage: (2) Items ;203x916,202x405;143336;97101.66
BUYORDER;Market Shortage: (4) Items ;200x177,203x426,202x560,208x583;235589;133076.70
BUYORDER;Market Out of Stock: (1) Items ;203x385;74614.00;128344.90
BUYORDER;Market Low Inventory: (2) Items ;170x518,200x230;67344.00;78400.42
BUYORDER;Market Demands: (3) Items ;206x76,200x369,203x45;48445.00;85349.88
SELLORDER;For Sale: (1) Items ;117x1804;68384.00;64924.18
BUYORDER;Market Items Req: (1) Items ;203x314;54937.00;92781.63
BUYORDER;Market Demands: (2) Items ;170x216,170x36;25192.00;86608.91
BUYORDER;Market Out of Stock: (2) Items ;207x41,205x168;38467.00;79499.91
BUYORDER;Market Shortage: (2) Items ;205x164,202x109;58834.00;80848.91
BUYORDER;Market Items Req: (1) Items ;207x83;21755.00;59614.77
BUYORDER;Market Demands: (3) Items ;201x77,204x42,201x31;29273.00;80139.77
ITEM;1;157;0.65;0
ITEM;641;6;0.94;0
ITEM;163;75;1.17;38.9789
ITEM;302;5;1.01;38.9789
ITEM;2131;90;0.62;38.9789
ITEM;1057;12;0.73;2725.437
ITEM;153;45;0.86;9.135722
ITEM;167;49;0.91;67.05788
ITEM;169;130;0.97;79.94846
ITEM;50;95;0.53;79.94846
ITEM;1520;11;0.98;1065.824
ITEM;70;88;1.00;6.403539
ITEM;1750;18;0.66;6.403539
ITEM;1640;15;0.81;6.403539
ITEM;2299;11;1.01;6.403539
ITEM;1580;15;0.58;6.403539
ITEM;2304;7;1.21;6.403539
ITEM;1650;7;0.82;4363.53
ITEM;2344;11;1.06;70597.41
ITEM;620;6;1.24;70597.41
ITEM;1630;19;0.97;70597.41
ITEM;201;105;1.18;99.54609
ITEM;1560;17;1.17;99.54609
ITEM;1610;7;1.01;99.54609
ITEM;1590;4;0.94;1349.939
ITEM;208;135;1.23;196.8675
ITEM;1110;10;0.69;555.4763
ITEM;2170;11;0.98;555.4763
ITEM;1111;10;0.76;555.4763
ITEM;406;14;0.81;20.99193
ITEM;403;13;0.98;19.51044
ITEM;205;0;1.34;19.51044
ITEM;101;14;1.08;0.7071731
ITEM;168;86;0.83;38.13161
ITEM;404;12;0.65;12.93998
ITEM;200;115;1.25;86.85672
ITEM;300;17;0.63;86.85672
ITEM;301;16;1.17;144.6172
ITEM;2651;5;0.91;504.9004
ITEM;661;2;1.07;9369.087
ITEM;2126;59;1.11;9369.087
ITEM;660;4;0.71;2883.447
ITEM;702;48;0.69;2789.816
ITEM;2111;4;0.92;32.90873
ITEM;204;130;1.34;156.9202
ITEM;2180;14;0.56;156.9202
ITEM;1121;9;0.77;1706.859
ITEM;2115;74;1.00;73.39725
ITEM;62;11;0.72;81.93364
ITEM;735;16;0.93;1989575
ITEM;1001;6;0.56;1989575
ITEM;1002;2;0.60;562.0794
ITEM;2;19;0.96;23.2063
ITEM;405;1;0.69;17.38988
ITEM;681;30;1.08;17.38988
ITEM;679;25;1.12;17.38988
ITEM;102;113;0.95;17.38988
ITEM;1521;5;0.74;17.38988
ITEM;2330;10;0.93;17.38988
ITEM;741;3;1.01;39429.83
ITEM;1751;18;1.15;39429.83
ITEM;1641;12;0.97;11372.44
ITEM;1581;5;0.66;11372.44
ITEM;1651;9;0.93;10758.77
ITEM;2345;18;0.90;10758.77
ITEM;621;4;0.92;7860.082
ITEM;1541;6;0.85;1875.089
ITEM;2285;10;0.52;12214.22
ITEM;757;27;0.60;12214.22
ITEM;1616;10;0.90;4300.876
ITEM;1601;6;0.90;2010.422
ITEM;2315;14;1.00;2010.422
ITEM;1551;7;0.94;5906.923
ITEM;2295;4;0.89;29182.51
ITEM;2320;1;1.17;29182.51
ITEM;1591;2;0.58;1564.972
ITEM;305;19;1.21;1564.972
ITEM;2210;1;0.71;1564.972
ITEM;20;187;0.75;1564.972
ITEM;41;62;0.95;17.05268
ITEM;51;78;1.06;17.05268
ITEM;2119;36;0.64;17.05268
ITEM;1009;12;0.71;1274.084
ITEM;1008;6;1.00;1274.084
ITEM;1007;9;0.89;1274.084
ITEM;304;2;0.78;1274.084
ITEM;712;66;0.62;1274.084
ITEM;701;74;0.80;1274.084
ITEM;700;54;0.82;3443.099
ITEM;2250;13;0.74;401650.8
ITEM;690;4;0.75;401650.8
ITEM;158;16;0.76;401650.8
ITEM;155;119;1.05;401650.8
ITEM;104;87;0.69;1.504915
ITEM;166;88;0.83;1.504915
ITEM;203;77;1.21;128.5976
ITEM;680;45;0.72;14760.58
ITEM;732;21;0.78;9718.353
ITEM;678;56;0.77;9718.353
ITEM;711;19;0.95;20517.52
ITEM;157;175;0.57;20517.52
ITEM;160;46;0.60;20517.52
ITEM;161;9;0.99;20517.52
ITEM;728;16;1.03;13454.06
ITEM;601;6;1.08;9456.722
ITEM;150;155;0.74;9456.722
ITEM;303;4;0.80;56.30298
ITEM;206;147;1.30;178.3611
ITEM;407;17;0.89;325.718
ITEM;103;10;1.09;0.876644
ITEM;165;84;1.06;61.39676
ITEM;170;0;1.37;61.39676
ITEM;600;2;0.85;3592.718
ITEM;1151;3;0.85;3506.393
ITEM;1100;8;0.63;248.8659
ITEM;1101;11;0.64;455.9357
ITEM;207;0;1.20;455.9357
ITEM;164;75;1.05;20.96158
ITEM;154;56;0.82;31.90343
ITEM;2440;18;0.96;463.7485
ITEM;114;69;0.77;463.7485
ITEM;2240;7;1.10;463.7485
ITEM;1401;8;0.54;463.7485
ITEM;2241;4;1.14;463.7485
ITEM;21;119;0.99;170.6277
ITEM;721;9;0.77;3824.525
ITEM;722;15;0.84;4238.495
ITEM;703;25;1.04;4531.689
ITEM;723;1;0.97;5017.023
ITEM;159;157;0.63;5017.023
ITEM;725;9;0.97;5017.023
ITEM;710;5;0.75;3081.079
ITEM;2080;69;0.68;3081.079
ITEM;2428;16;1.21;3081.079
ITEM;156;96;0.55;3081.079
ITEM;1054;4;0.97;2138.537
ITEM;640;4;0.64;2138.537
ITEM;202;102;1.32;123.5513
ITEM;2081;73;0.71;123.5513
ITEM;749;16;1.08;123.5513
ITEM;734;29;0.74;152421.8
ITEM;760;2;0.83;152421.8
ITEM;76;30;0.85;126.2258
ITEM;2120;1426;1.02;359.1202
ITEM;2120;79;0.94;328.0186
ITEM;2123;78;0.54;328.0186
ITEM;1300;7;0.82;9598.594
ITEM;2116;56;1.16;103.2736
ITEM;100;271;0.52;103.2736
ITEM;2082;56;0.80;3903.913
ITEM;408;18;0.97;3903.913
</MARKET>
// SKILLS;Skill_id;Price_modifier
<SKILLS>
SKILL;210;1.35
SKILL;210;1.75
SKILL;42;1.43
SKILL;41;0.78
SKILL;220;1.12
SKILL;61;1.68
SKILL;223;1.67
SKILL;12;0.51
SKILL;4;1.44
</SKILLS>
// MISSION , dbid , timer, id, data, title, factionid
<MISSIONS>
MISSION;133;170;816565;SALVAGE#32#20#sector_16.txt#sector_0_station_3.txt#null#null#null#null;Dismantle <color='yellow'>Special Junk Part</color> in <color='cyan'>Entropy</color> and return to StarShepards Headquarters in <color='cyan'>Void Starcross</color> with minimum of <color='yellow'>32</color>;0;The Alpha faction has reported that a special medium load of <color='yellow'>Special Junk Part</color> has been scanned in the <color='cyan'>Entropy</color> system. <i>Rastve Mesfoe</i> is credited with the find, but His claim is currently invalid. Hurry up and salvage the <color='yellow'>Special Junk Part</color> and return to StarShepards Headquarters, in the <color='cyan'>Void Starcross</color>.;12505;1025
MISSION;123;180;581641;CHAT_PILOT#sector_0_station_2.txt#sector_100.txt#Private Foqu Vajmelmel#npc_ship_data_(pirate_frigate_3)#3#missions_arrest_escort.txt#0#null;Detain <color='yellow'><i>Private Foqu Vajmelmel</i></color> in <color='cyan'>Grace</color> and escort them to StarGypsy Warehouse in <color='cyan'>Void Starcross</color>;0;<i>Xaast Venostraser</i> has requested that <color='yellow'><i>Private Foqu Vajmelmel</i></color> be escorted back into custody. Authorities of the Alpha faction has determined guilt opon the accused. <color='yellow'><i>Private Foqu Vajmelmel</i></color> has refused to cooperate with the courts. Last known sighting of <color='yellow'><i>Private Foqu Vajmelmel</i></color> was in the vicinity of the <color='cyan'>Grace</color> system. Have a chat with them ann bring them back for further questioning.;31568;10350
MISSION;63;170;861741;HARVEST#180#5#sector_98.txt#sector_82_station_0.txt#null#null#null#null;Extract <color='yellow'>Special Torim Ore</color> in <color='cyan'>Shine of Mortalis</color> and return to Kith in <color='cyan'>Kidd Overture</color> with minimum of <color='yellow'>180</color>;0;The Alpha faction has reported that a special medium load of <color='yellow'>Special Torim Ore</color> has been scanned in the <color='cyan'>Shine of Mortalis</color> system. <i>Qidee Heabemzae</i> is credited with the find, but His claim is currently invalid. Hurry up and harvest the <color='yellow'>Special Torim Ore</color> and return to Kith, in the <color='cyan'>Kidd Overture</color>.;22884;6150
MISSION;32;240;106038;TRANSPORT#21#1591#sector_99_station_0.txt#sector_97_station_0.txt#null#null#null#null;Move light cargo from Ferce Hub in <color='cyan'>Semja</color> and dock with <color='yellow'>21</color> <color='yellow'>Improved Turn Thrusts</color> at Temple of the Void in <color='cyan'>Valley of Truths</color>;0;<i>Bacwit Nostrames</i> was unable to complete a large shipment from Ferce Hub to Temple of the Void. A light shipment containing <color='yellow'>21</color> <color='yellow'>Improved Turn Thrusts</color> is located at the storage bay at Ferce Hub in <color='cyan'>Semja</color>. Retrieve the <color='yellow'>Improved Turn Thrusts</color> and transport them to Temple of the Void in <color='cyan'>Valley of Truths</color>.;13650;4200
MISSION;60;140;543544;HARVEST#95#1#sector_0.txt#sector_80_station_0.txt#null#null#null#null;Harvest <color='yellow'>Special Adamyte Ore</color> in <color='cyan'>Void Starcross</color> and return with <color='yellow'>95</color> ore to Genistar in <color='cyan'>Blades of Dandrow</color>;1;A local prospector, <i>Lelsaw Diebastno</i> of the Science faction has located a light quantity of special <color='yellow'>Special Adamyte Ore</color> in the <color='cyan'>Void Starcross</color> sector. Head over there and harvest all of the special <color='yellow'>Special Adamyte Ore</color>, and meet <i>Lelsaw Diebastno</i> back at Genistar station located in the <color='cyan'>Blades of Dandrow</color>.;9600;2400
</MISSIONS>
// SHIP HANGAR;count;Price_modifier;Ship_filename
<HANGAR>
SHIP;1;1.09;ship_data_(battle_frigate_1).txt
SHIP;2;0.99;ship_data_(battle_shuttle_1).txt
SHIP;3;0.99;ship_data_(transport_shuttle_1).txt
SHIP;4;0.93;ship_data_(recon_cruiser_1).txt
</HANGAR>
// STORAGE;item_id;Qty;0
<STORAGE>

