// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Daemon Ammunitions
STATION;type;Ordinance Storage Facility
STATION;owner;Bella Mazu
STATION;faction;Labor
STATION;material;station_material_Labor.png
STATION;color;1 , .80 , .7 , 1
STATION;level;3
STATION;icon;daemon_ammunition.png
STATION;filename;sector_3_station_0.txt
STATION;max_hp;25000
STATION;hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;3-7-1-4-2-0-2-0-6-5-2-2-1-2-9-3-6-90
STATION;interior_seed;3-1-30-8
STATION;refinery_active_time;0
STATION;fabricator_active_time;0
STATION;last_dock_time;1601.246
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;True
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;True
SERVICES;fabricator;True
SERVICES;contracts;True
SERVICES;admin;False

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Evening of Drinks;0.05,0.0;1500;Alcholic Drinks;entertain_bar.png;Pick up the tab for an evening of drinks for your crew, they earned it. 5% Morale Boost.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;5;1.27;npc_ship_data_(recon_shuttle_1).txt
MERC;1;1.69;npc_ship_data_(battle_carrier_1).txt
MERC;2;0.96;npc_ship_data_(transport_utility_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
ITEM;1008;25;0.81
ITEM;1152;16;0.86
ITEM;1450;26;0.94
ITEM;1122;21;1.02
ITEM;1009;11;0.97
ITEM;1451;7;0.57
ITEM;1151;15;0.60
ITEM;1201;24;0.56
ITEM;1171;22;1.07
ITEM;1014;11;0.74
ITEM;1054;9;1.02
ITEM;1205;12;0.63
ITEM;1059;17;0.98
ITEM;1401;3;1.14
ITEM;1001;10;1.15
ITEM;1150;2;0.73
ITEM;1055;22;0.82
ITEM;1161;27;1.24
ITEM;1110;21;0.70
ITEM;1100;10;1.11
ITEM;1120;20;0.63
ITEM;1062;16;1.21
ITEM;1111;19;1.17
ITEM;1631;8;0.63
ITEM;1640;4;0.95
ITEM;1591;27;0.96
ITEM;1522;13;0.97
ITEM;1530;27;1.08
ITEM;1551;21;0.85
ITEM;1570;22;1.22
ITEM;1580;28;1.15
ITEM;1611;15;0.52
ITEM;1642;25;0.88
ITEM;1700;8;1.23
ITEM;1572;12;0.64
ITEM;1542;20;1.14
ITEM;1641;9;0.54
ITEM;1751;15;0.81
ITEM;1520;26;0.66
ITEM;1502;22;1.19
ITEM;1752;13;0.66
ITEM;1521;1;1.09
ITEM;1552;18;0.90
ITEM;2119;36;0.96
ITEM;2116;121;0.60
ITEM;2129;13;0.60
ITEM;2112;135;1.04
ITEM;2652;35;0.77
ITEM;2113;42;0.74
ITEM;2650;40;1.18
ITEM;2115;116;0.90
ITEM;2127;16;1.21
ITEM;76;44;1.03
ITEM;42;90;0.78
ITEM;60;98;0.76
ITEM;2126;126;0.89
ITEM;2123;37;0.99
ITEM;2114;15;0.50
ITEM;41;103;1.16
ITEM;2120;42;1.23
ITEM;2128;7;0.57
ITEM;2130;46;0.76
ITEM;77;145;0.55
ITEM;40;32;1.05
ITEM;43;24;0.57
